Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Joel E. Smilow,Trustee,New York University,,,"Chairman, Dinex Group, LLC",502.0,,,57206974.0,193900.0,True,,,,Trustee
L. Jay Oliva,Trustee,New York University,,,,501.0,,,57206974.0,193900.0,True,,,,Trustee
Brooke Garber Neidich,Trustee,New York University,,NYU 1972,,501.0,,,57206974.0,193900.0,True,,,,Trustee
Judy Steinhardt,Trustee,New York University,,,,502.0,,,57206974.0,193900.0,True,,,,Trustee
H. Dale Hemmerdinger,Trustee,New York University,,"NYU 1967 BA, MBA","President, The Hemmerdinger Corporation",501.0,,,57206974.0,193900.0,True,,,,Trustee
Michael H. Steinhardt,Trustee,New York University,,,"Managing Member, Steinhardt Management LLC",502.0,,,57206974.0,193900.0,True,,,,Trustee
Jane Eisner Bram,Trustee Associate,New York University,,"NYU 1958, 1979, 2000",,501.0,,,57206974.0,193900.0,True,,,,Trustee
Daniel R. Tisch,Trustee,New York University,,,,502.0,,,57206974.0,193900.0,True,,,,Trustee
Donald B. Marron,Trustee,New York University,,CUNY; Baruch Col 1983 JD,"Chairman and Chief Executive Officer, Lightyear Capital",501.0,,,57206974.0,193900.0,True,,,,Trustee
Casey Wasserman,Trustee,New York University,,,"Chief Executive Officer, Wasserman Sports; Chairman and Chief Executive Officer, Wasserman Media Group",502.0,,,57206974.0,193900.0,True,,,,Trustee
Daniel J. Brodsky,Alumni Trustee,New York University,,NYU,,501.0,,,57206974.0,193900.0,True,,,,Trustee
William C. Rudin,Trustee,New York University,,,"President, Rudin Management Company, Inc",502.0,,,57206974.0,193900.0,True,,,,Trustee
Michael H. Kappaz,Trustee,New York University,,,"Chairman and Chief Executive Officer, K&M Engineering and Consulting Corp",563.0,,,57206974.0,193900.0,True,,,,Trustee
Constance Silver,Alumni Trustee,New York University,,,,502.0,,,57206974.0,193900.0,True,,,,Trustee
Ralph C. Alexander,Deputy Chairman,New York University,,,"Chief Executive Officer, Innovene Lic",562.0,,,57206974.0,193900.0,True,,,,Board President
Leila Heckman,Trustee,New York University,,,"President, Heckman Global Advisors LLC",562.0,,,57206974.0,193900.0,True,,,,Trustee
Lawrence W. Katz,Trustee,New York University,,,,563.0,,,57206974.0,193900.0,True,,,,Trustee
Glenn A. Britt,Trustee,New York University,,,"President and Chief Executive Officer, Time Warner Cable Inc",562.0,,,57206974.0,193900.0,True,,,,Trustee
"Israel ""Izzy"" Borovich",Trustee,New York University,,,"Chairman, El Al Israel Airlines LTD",562.0,,,57206974.0,193900.0,True,,,,Trustee
Daniel H. Berry,Trustee,New York University,,,"Operating Partner, Riverside Partners, Inc",562.0,,,57206974.0,193900.0,True,,,,Trustee
Michael R. Corey,Secretary,New York University,,,"Managing Director, J.P. Morgan Investment Management Inc",562.0,,,57206974.0,193900.0,True,,,,Other Board Member
Michael Hora,Trustee,New York University,,,"Vice President, A.T. Kearney, Inc",563.0,,,57206974.0,193900.0,True,,,,Trustee
Rachelle Freidman,Trustee,New York University,,,"Co-Founder and Chief Executive Officer, J&R Music & Computer World",562.0,,,57206974.0,193900.0,True,,,,Trustee
Randy W. Frey,Trustee,New York University,,,"Chief Executive Officer, Frey Research, LiC*",562.0,,,57206974.0,193900.0,True,,,,Trustee
Michael V. O'Brien,Trustee,New York University,,Columbia 1977 BA; Harvard 1980 JD,,563.0,,,57206974.0,193900.0,True,,,,Trustee
Paul M. Horn,Trustee,New York University,,Clarkson U 1968: Rochester PhD,"Senior Vice President and Director, Research, International Business Machines Corporation",563.0,,,57206974.0,193900.0,True,,,,Trustee
John Edward Sexton,Trustee,New York University,,,"Director, Special Training, Indian Creek Village Public Safety Department",502.0,,,57206974.0,193900.0,True,,,,Trustee
Mark H. Ronald,Trustee,New York University,,"Buckneli BA, BSEB; Poly Inst New York MSEE","President and Chief Executive Officer, BAE SYSTEMS, Inc. (2000-2006)",563.0,,,57206974.0,193900.0,True,,,,Trustee
John P. Schaefer,Trustee,New York University,,,"President, LSST Corporation",563.0,,,57206974.0,193900.0,True,,,,Trustee
David M. Schweiger,Trustee,New York University,,"Polytechnic U BS, MS; Maryland DBA","Buck Mickel/Fluor Daniel Professor of International Business, Moore School of Business, University of South Carolina Columbia, SC 29208 Tel: (803) 777-5955",563.0,,,57206974.0,193900.0,True,,,,Trustee
Leonard J. Shustek,Trustee,New York University,,,"Principal, VenCran, LiC",563.0,,,57206974.0,193900.0,True,,,,Trustee
James M. Smith a. wanna,Trustee,New York University,,Massachusetts BEE; Polytechnic U MEE,"Chairman, President and Chief Executive Officer, EDO Corporation",563.0,,,57206974.0,193900.0,True,,,,Trustee
Hermann Viets,Trustee,New York University,,,"President, Milwaukee School of Engineering",563.0,,,57206974.0,193900.0,True,,,,Trustee
Hans Mark,Trustee,New York University,John J. McKetta Centennial Energy Chair in Engineering,,,563.0,,,57206974.0,193900.0,True,,,,Trustee
Paul Soros,Trustee,New York University,,,"Private Investor, Paul Soros Investments",563.0,,,57206974.0,193900.0,True,,,,Trustee
Steven M. Rittvo,Trustee,New York University,,,"Chairman, The Innovation Holdings Group",563.0,,,57206974.0,193900.0,True,,,,Trustee
Aviva D. Budd,Trustee,New York University,,,,562.0,,,57206974.0,193900.0,True,,,,Trustee
Donald N. Weisstuch,Trustee,New York University,,,"Senior Vice President, Transportation, Sverdrup Corporation",563.0,,,57206974.0,193900.0,True,,,,Trustee
Charles J. Hinkaty,Trustee,New York University,,"Poly Inst New York BS, MS","President and Chief Executive Officer, Del Laboratories, Inc726 Reckson Plaza, West Tower, 8th Floor, Uniondale, NY 11553-9357 Tel: (516) 844-2056 c",563.0,,,57206974.0,193900.0,True,,,,Trustee
Robert Prieto,Trustee,New York University,,,"Senior Vice President, Infrastructure GroupFluor Corporation 6700 Las Colinas Boulevard, Irving, TX 75039 Tel: (609) 919-6376",563.0,,,57206974.0,193900.0,True,,,,Trustee
Patrick A. Garzillo,Trustee,New York University,,,"Vice President, Service Costs, Domestic Telecom Finance Group, Verizon Communications Inc",562.0,,,57206974.0,193900.0,True,,,,Trustee
Ruth A. Fattori,Trustee,New York University,,,"Executive Vice President, Human Resources, Motorola, Inc",562.0,,,57206974.0,193900.0,True,,,,Trustee
Martin Lipton,Trustee,New York University,,Wharton 1952 BS; NYU 1955 LLB,"Partner, Wachtell, Lipton, Rosen & Katz 51 West 52nd Street, New York, NY 10019-6150",501.0,,,57206974.0,193900.0,True,,,,Trustee
William D. Zabel,Trustee,New York University,,Princeton 1958 BA; Harvard 1961 LLB,"Head, Trusts and Estates Department, Schulte Roth & Zabel LLP",502.0,,,57206974.0,193900.0,True,,,,Trustee
Henry R. Silverman,Trustee,New York University,,Williams 1961 BA; Pennsylvania 1964 JD,"Chairman and Chief Executive Officer, Realogy Corporation (Term Expires/Effective Date: It is expected that Silverman will step down as Chief Executive Officer effective January 1, 2008.)",502.0,,,57206974.0,193900.0,True,,,,Trustee
Joel S. Ehrenkranz,Trustee,New York University,,,"Senior Partner, Ehrenkranz & Ehrenkranz LLP 375 Park Avenue, New York, NY 10152 Tel: (212) 751-5506",501.0,,,57206974.0,193900.0,True,,,,Trustee
Arthur L. Carter,Trustee,New York University,,,"President, The Shepaug Corporation",501.0,,,57206974.0,193900.0,True,,,,Trustee
Richard Jay Kogan,Trustee,New York University,,CCNY 1963 BA; NYU 1968 MBA,"President and Chief Executive Officer, Schering-Plough Corporation (2002-2003)",501.0,,,57206974.0,193900.0,True,,,,Trustee
Marvin Lettler,Trustee Associate,New York University,,"Stern 1942, 1951","President, Board of Directors, Town Hall Foundation 123 West 43rd Street, New York, NY 10036",501.0,,,57206974.0,193900.0,True,,,,Trustee
Barry Diller,Trustee,New York University,,,"Chairman and Chief Executive Officer, IAC, InterActiveCorp 555 West 18th Street, New York, NY 10011 Tel: (212) 314-7300",501.0,,,57206974.0,193900.0,True,,,,Trustee
Jay M. Furman,Trustee,New York University,,Stern 1965; NYU 1971 JD,"Principal, RD Management Corp810 Seventh Avenue, 28th Floor, New York, NY 10019",501.0,,,57206974.0,193900.0,True,,,,Trustee
William L. Friend,Trustee,New York University,,,"Chairman, U.C. President's Council, National Labs",562.0,,,57206974.0,193900.0,True,,,,Trustee
Courtney Sale Ross,Trustee,New York University,,,,501.0,,,57206974.0,193900.0,True,,,,Trustee
Jerry Labowitz,Alumni Trustee,New York University,,,,501.0,,,57206974.0,193900.0,True,,,,Trustee
Betty Weinberg Ellerin,Trustee Associate,New York University,,"NYU 1950 BA, 1952 LLB","Presiding Justice Appellate Division, First Department, Supreme Court of the State of New York",501.0,,,57206974.0,193900.0,True,,,,Trustee
Craig G. Matthews,Chairman,New York University,,Rutgers 1965 BS; Polytechnic U 1971 MS,"Vice Chairman and Chief Operating Officer, KeySpan Corporation (2001-2002)",563.0,,,57206974.0,193900.0,True,,,,Board President
Arthur C. Martinez,Vice Chairman,New York University,,,"Chairman, Supervisory Board, ABN AMRO Holding N.VGustav Mahlerlaan 10, 1082 PP Amsterdam, Netherlands Tel: 31 (20) 628 9898",563.0,,,57206974.0,193900.0,True,,,,Board Vice President
Jeffrey H. Lynford,Vice Chairman,New York University,,,"Chairman, Wellsford Real Properties Inc",563.0,,,57206974.0,193900.0,True,,,,Board Vice President
Jerome Swartz,Trustee,New York University,,,"Co-Founder, Chairman and Chief Scientist, Symbol Technologies, Inc",563.0,,,57206974.0,193900.0,True,,,,Trustee
Linda K. Jacobs,Trustee,New York University,,,"Chair of the Board, Near East Foundation 420 Lexington Avenue, Suite 2516, New York, NY 10170 Tel: (212) 867-0064",563.0,,,57206974.0,193900.0,True,,,,Trustee
Jerry MacArthur Hultin,Trustee,New York University,,,,563.0,,,57206974.0,193900.0,True,,,,Trustee
Anthony Nozzolillo,Trustee,New York University,,Polytechnic U 1972 BS; Long Island 1978 MBA,,563.0,,,57206974.0,193900.0,True,,,,Trustee
Stewart G. Nagler,Immediate Past Chairman,New York University,,Polytechnic U 1963 BS,"Chairman of the Board, Reinsurance Group of America, Incorporated",563.0,,,57206974.0,193900.0,True,,,,Board President
Deborah L. Devedjian,Trustee,New York University,,,"Managing Partner, Copernicus Learning Fund",562.0,,,57206974.0,193900.0,True,,,,Trustee
Robert D. Dalziel,Trustee,New York University,,,"Vice President, AT&T Global Networks",562.0,,,57206974.0,193900.0,True,,,,Trustee
Richard W. Foxen,Trustee,New York University,,,"Senior Vice President, Rockwell International Corp",562.0,,,57206974.0,193900.0,True,,,,Trustee
Jay Stein,Trustee,New York University,,,"Chairman, Stein Mart, Inc",502.0,,,57206974.0,193900.0,True,,,,Trustee
Grant Shaft,Board Member,North Dakota University System,,Arizona State 1983 BA; North Dakota 1986 JD,"Partner, Shaft, Reis & Shaft, Ltd2850 24th Avenue South, Suite 302, Grand Forks, ND 58201",,,,4210127926.0,,True,,,,Member
Susan Ferguson Andrews,Board Member,North Dakota University System,,North Dakota State 1974,"Executive Director, YMCA of NDSU",508.0,,,4210127926.0,,True,,,,Member
Jon Backes,Board Member,North Dakota University System,,Minot State 1983 BS; North Dakota 1990 JD,"Attorney, McGee, Hankla, Backes & Dobrovolny, PC",508.0,,,4210127926.0,,True,,,,Member
Pamela J. Kostelecky,Board Member,North Dakota University System,,,"President, General Investment Corporation",508.0,,,4210127926.0,,True,,,,Member
Thomas Barnhart,Faculty Advisor,North Dakota University System,,"Cal Poly San Luis Obispo BA, MA; New Mexico",,508.0,,,4210127926.0,,True,,,,Member
Duaine C. Espegard,Board Member,North Dakota University System,,,"President and Chief Executive Officer, Bremer Bank",508.0,,,4210127926.0,,True,,,,Member
Nathan R. Martindale,Student Member,North Dakota University System,,,,508.0,,,4210127926.0,,True,,,,Member
John Q. Paulsen,Board Member,North Dakota University System,,,,508.0,,,4210127926.0,,True,,,,Member
Rathindra N. Bose,"Vice President, Research",Northern Illinois University,Graduate School,,,514.0,,,102502594.0,147703.0,True,,,,Board Vice President
Robert T. Boey,Trustee,Northern Illinois University,,Stevens 1962 BS,"President and Co-Owner, American Bare Conductor, Inc421 North California Street, Sycamore, IL 60178",514.0,,,102502594.0,147703.0,True,,,,Trustee
Shaun Crisler,Student Trustee,Northern Illinois University,,St Ambrose 1962 BA,"Chairman, Charter National Bank and Trust",514.0,,,102502594.0,147703.0,True,,,,Trustee
Manuel Sanchez,Trustee,Northern Illinois University,,Northern Illinois 1970 BA; Pennsylvania 1974 JD,"Partner-in-Charge, Chicago, IL Office, Adorno & YOss LLP 333 West Wacker Drive, Suite 220, Chicago, IL 60606",514.0,,,102502594.0,147703.0,True,,,,Trustee
Marc J. Strauss,Vice Chairman,Northern Illinois University,,Northwestern JD,"General Counsel, First Rockford Group",514.0,,,102502594.0,147703.0,True,,,,Board Vice President
Myron E. Siegel,Secretary,Northern Illinois University,,John Marshall 1980 JD;,"President, Myron E. Siegel & Associates, LtdTel: (847) 236-4171",514.0,,,102502594.0,147703.0,True,,,,Other Board Member
Cherilyn G. Murer,Chairman,Northern Illinois University,,Northern Illinois,"President and Chief Executive Officer, Murer Group 58 North Chicago Street, Joliet, IL 60432",514.0,,,102502594.0,147703.0,True,,,,Board President
George A. Moser,Trustee,Northern Illinois University,,,"Chairman, Charter National Bank and Trust",514.0,,,102502594.0,147703.0,True,,,,Trustee
Barbara Giorgi Vella,Trustee,Northern Illinois University,,"Edgewood 1966 BA; Northern Illinois 1987 MSEd, 1992 JD","Attorney, Vella, Sparkman, Wheeler and Lund, P.C. E",514.0,,,102502594.0,147703.0,True,,,,Trustee
Keith A. Brown,Trustee,Nova Southeastern University,,,"President, Chimera Corporation",519.0,,,203088144.0,136215.0,True,,,,Trustee
Samuel F. Morrison,Trustee,Nova Southeastern University,,Cal State (Los Angeles) 1971 BA; Illinois 1972 MLS,"Director, Libraries Division, Broward County Library",519.0,,,203088144.0,136215.0,True,,,,Trustee
J. Kenneth Tate,Trustee,Nova Southeastern University,,,"Chief Executive Officer, TKO Apparel, Inc",519.0,,,203088144.0,136215.0,True,,,,Trustee
Zachariah P. Zachariah,Trustee,Nova Southeastern University,,,,520.0,,,203088144.0,136215.0,True,,,,Trustee
Sylvia Urlich,Trustee,Nova Southeastern University,,,"President and Chairman of the Board, Westchester General Hospital",519.0,,,203088144.0,136215.0,True,,,,Trustee
August Urbanek,Trustee,Nova Southeastern University,,,"President, Urbanek Investments and Commercial Management Corporation",519.0,,,203088144.0,136215.0,True,,,,Trustee
Ronald G. Assaf,Chairman,Nova Southeastern University,,,"Chairman of the Board, Sensormatic Electronics Corp",519.0,,,203088144.0,136215.0,True,,,,Board President
W. Tinsley Ellis,Secretary,Nova Southeastern University,,,"Attorney, Ellis, Spencer & Butler",519.0,,,203088144.0,136215.0,True,,,,Other Board Member
Paul M. Sallarulo,Ex Officio Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,"Trustee, Ex Officio"
Richard D. Segal,Trustee,Nova Southeastern University,,,"President and Chief Executive Officer, Seavest, Inc",519.0,,,203088144.0,136215.0,True,,,,Trustee
Barry J. Silverman,Vice Chairman,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Board Vice President
Douglas Donn,Trustee,Nova Southeastern University,,,"Chairman, Community Bank of Broward",519.0,,,203088144.0,136215.0,True,,,,Trustee
Martin R. Press,Ex Officio Trustee,Nova Southeastern University,,,"Shareholder, Gunster, Yoakley & Stewart, P.A",519.0,,,203088144.0,136215.0,True,,,,"Trustee, Ex Officio"
George I. Platt III,Ex Officio Trustee,Nova Southeastern University,,North Carolina 1966 BA; Northeastern 1972 JD,"Administrative Partner, Fort Lauderdale, FL Office, Shutts & Bowen LLP",519.0,,,203088144.0,136215.0,True,,,,"Trustee, Ex Officio"
David H. Rush,Trustee,Nova Southeastern University,,,"President, Rush Holdings, Inc",519.0,,,203088144.0,136215.0,True,,,,Trustee
Alan B. Levan,Trustee,Nova Southeastern University,,Tulane 1966 BA,"Chairman and Chief Executive Officer, BankAtlantic Bancorp",519.0,,,203088144.0,136215.0,True,,,,Trustee
Joseph R. Millsaps,Trustee,Nova Southeastern University,,,"Realtor, Rauch, Weaver, Millsaps & Company",519.0,,,203088144.0,136215.0,True,,,,Trustee
Michael Bienes,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Andrew J. DiBattista,Trustee,Nova Southeastern University,,,"President, Regional Consultants, Inc",519.0,,,203088144.0,136215.0,True,,,,Trustee
Linda L. Gill,Trustee,Nova Southeastern University,,,"Vice President, Gill Hotels, Inc",519.0,,,203088144.0,136215.0,True,,,,Trustee
Silvia M. Flores,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Royal F. Jonas,Trustee,Nova Southeastern University,,,"Attorney, Jonas & Jonas",519.0,,,203088144.0,136215.0,True,,,,Trustee
"Ray Ferrero, Jr",Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Rick Case,Trustee,Nova Southeastern University,,,"Chief Executive Officer, Rick Case Acura",519.0,,,203088144.0,136215.0,True,,,,Trustee
Arthur J. Falcone,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Nell Lewis,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Mitchell W. Berger,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
H. Wayne Huizenga,Trustee,Nova Southeastern University,,,"Owner, Miami Dolphins",519.0,,,203088144.0,136215.0,True,,,,Trustee
Robert A. Steele,Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,Trustee
Franklin L. Smith,Trustee,Nova Southeastern University,,,"Vice President and Sales Consultant, Lightspan Partnership",519.0,,,203088144.0,136215.0,True,,,,Trustee
Milton Jones,Trustee,Nova Southeastern University,,,"President, Milton Jones Development Corporation",519.0,,,203088144.0,136215.0,True,,,,Trustee
Rick Bell,Ex Officio Trustee,Nova Southeastern University,,,,519.0,,,203088144.0,136215.0,True,,,,"Trustee, Ex Officio"
David T. Fischer,Vice Chairman,Oakland University,,,"Chairman and Chief Executive Officer, Suburban Collection Company",521.0,,,177721651.0,171571.0,True,,,,Board Vice President
Dennis Pawley,Chairman,Oakland University,,,,521.0,,,177721651.0,171571.0,True,,,,Board President
Jacqueline Long,Trustee,Oakland University,,Oakland BS; Wayne State MS,,521.0,,,177721651.0,171571.0,True,,,,Trustee
Ganesh V. Reddy,Trustee,Oakland University,,,"President and Chief Executive Officer, BizTek Innovations",521.0,,,177721651.0,171571.0,True,,,,Trustee
Henry Baskin,Trustee,Oakland University,,,"Attorney and Principal, Henry Baskin, P.C",521.0,,,177721651.0,171571.0,True,,,,Trustee
Penny M. Crissman,Trustee,Oakland University,,,"Director, Government Relations, Crittenton Hospital",521.0,,,177721651.0,171571.0,True,,,,Trustee
Monica E. Emerson,Trustee,Oakland University,,Oakland BA; Wayne State MA,"Executive Director, Corporate Diversity Office, Chrysler LLC",521.0,,,177721651.0,171571.0,True,,,,Trustee
Ann V. Nicholson,Trustee,Oakland University,,,"Coordinator, Read Right Program, PVS Chemicals, Inc",521.0,,,177721651.0,171571.0,True,,,,Trustee
Douglas Burns,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
John Massey,Regent,Oklahoma State System of Higher Education,,,,862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Joe D. Hall,Chairman,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Board President
Burns Hargis,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Terry L. Peach,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Glen D. Johnson,Regent,Oklahoma State System of Higher Education,,"Oklahoma BA, JD",,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Fred Harlan,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Claud D. Evans,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Lou Watkins,Vice Chairman,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Board Vice President
A. Max Weitzenhoffer,Regent,Oklahoma State System of Higher Education,,"Oklahoma BA, Oklahoma BFA","Publisher, Elk City Daily News",862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Tom Clark,Chairman,Oklahoma State System of Higher Education,,,"President and Chief Executive, Tulsair Beechcraft IncP.O. Box 582470, Tulsa, OK 74158",861.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Board President
Jon Rolf Stuart,Vice Chairman,Oklahoma State System of Higher Education,,,"President and Chief Executive Officer, First Stuart Corporation; Honorary Consul, Kingdom of Norway2431 East 61st St., Ste. 600, Tulsa, OK 74136-1235",861.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Board Vice President
Leslie J. Rainbolt-Forbes,Regent,Oklahoma State System of Higher Education,,Tulane 1980 BA; Thunderbird 1984 MBA; Oklahoma 1994,,861.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Jay Helm,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Larry Wade,Regent,Oklahoma State System of Higher Education,,,"Publisher, Elk City Daily News",862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
John M. Bell,Regent,Oklahoma State System of Higher Education,,,,861.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Julie Carson,Regent,Oklahoma State System of Higher Education,,Vanderbilt; Tulsa JD,,862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
"Marlin ""Ike"" Glass, Jr",Regent,Oklahoma State System of Higher Education,,Oklahoma State 1961,"President, Glass Trucking, Inc",862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Richard R. Dunning,Regent,Oklahoma State System of Higher Education,,,"President and Chief Executive Officer, Indian Exploration Company, LLC123 South Hudson Avenue, Oklahoma City, OK 73102",861.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
Cheryl P. Hunter,Regent,Oklahoma State System of Higher Education,,,,862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
James D. Harrel,Regent,Oklahoma State System of Higher Education,,Oklahoma State BS,"Chairman and Chief Executive Officer, Bank of Western Oklahoma",862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Regent
"Bill W. Burgess, Jr",Chairman,Oklahoma State System of Higher Education,,Cameron; Oklahoma JD,"Senior Partner, Burgess & Hightower Law Firm; Chairman Emeritus, Techrizon, LLC",862.0,,,8692664.0,207500.0,True,,,Oklahoma State System,Board President
Calvin Anthony,Regent,Oklahoma State System of Higher Education,,,,530.0,,,115475287.0,207388.0,True,,,Oklahoma State System,Regent
Katherine A. Treherne,Board Member,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Member
Barry Kornblau,Board Member,Old Dominion University,,Old Dominion 1971,,531.0,,,81365321.0,232982.0,True,,,,Member
James A. Hixon,Board Member,Old Dominion University,,,"Executive Vice President, Law and Corporate Relations, Norfolk Southern Corporation",531.0,,,81365321.0,232982.0,True,,,,Member
"Harold W. Gehman, Jr., US",Board Member,Old Dominion University,,Penn State BSIE,"Commander in Chief, ADM, United States Navy, U.S. Joint Forces Command, United States Department of the Navy (1997-2000)",531.0,,,81365321.0,232982.0,True,,,,Member
Conrad M. Hall,Board Member,Old Dominion University,,,"President and Chief Executive Officer, Trader Publications",531.0,,,81365321.0,232982.0,True,,,,Member
Kendra Menefee Croshaw,Board Member,Old Dominion University,,,"Director, Government Relations and Public Policy, Children's Hospital of The King's Daughters Health System 807 Redgate Ave., Norfolk, VA 23507",531.0,,,81365321.0,232982.0,True,,,,Member
Kenneth E. Ampy,Board Member,Old Dominion University,,,"Chairman and Chief Executive Officer, Landmark Communications. IncP.O. Box 449, Norfolk, VA 23501-0449 Tel: (757) 446-2010",531.0,,,81365321.0,232982.0,True,,,,Member
Pamela C. Kirk,Board Member,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Member
"Frank Batten, Jr",Board Member,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Member
"The Honorable Moody E. Stallings, Jr",Board Member,Old Dominion University,,,"Partner, Stallings & Richardson, P.C2101 Parks Ave., Ste. 801, Virginia Beach, VA 23451",531.0,,,81365321.0,232982.0,True,,,,Member
Mark E. Strome,Board Member,Old Dominion University,,,"President, Strome Securities",531.0,,,81365321.0,232982.0,True,,,,Member
Marc Jacobson,Rector,Old Dominion University,,,"Judge, Norfolk Circuit Court",531.0,,,81365321.0,232982.0,True,,,,Other Board Member
Ross A. Mugler,Vice Rector,Old Dominion University,,Old Dominion BS,"Commissioner of Revenue, City of Hampton, Virginia",531.0,,,81365321.0,232982.0,True,,,,Other Board Member
Pat Tsao,Board Member,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Member
Chanele Bryant,Student Representative,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Other Board Member
Robert Copeland,Board Member,Old Dominion University,,,,531.0,,,81365321.0,232982.0,True,,,,Member
"Robert J. O'Neill, Jr., ICMA-CM",Board Member,Old Dominion University,,Old Dominion 1973 BA; Syracuse 1974 MPA,,531.0,,,81365321.0,232982.0,True,,,,Member
David W. Faeder,Board Member,Old Dominion University,,Colgate Darden MBA,"Managing Partner, Fountain Square Properties LLC",531.0,,,81365321.0,232982.0,True,,,,Member
Harold O. Levy,Trustee,Pace University,,"Cornell 1974 BS, 1979 JD; Oxford (UK)","Managing Director and Special Counsel, Plainfield Asset Management LLC",541.0,,,126863827.0,194310.0,True,,,,Trustee
Jack L. Salzman,Trustee,Pace University,,,,542.0,,,126863827.0,194310.0,True,,,,Trustee
Eugene F. Hovanec,Trustee,Pace University,,Pace 1972 BBA,"Executive Vice President, Vitesse Semiconductor Corporation",541.0,,,126863827.0,194310.0,True,,,,Trustee
"Charles F. Jacey, Jr.",Trustee,Pace University,,,,541.0,,,126863827.0,194310.0,True,,,,Trustee
"Charles N. Jordan, Jr",Trustee,Pace University,,,"President and Chief Executive Officer, Charles Jordan and CO., LLC",541.0,,,126863827.0,194310.0,True,,,,Trustee
Allan J. Pekor,Trustee,Pace University,,Pace 1959,,542.0,,,126863827.0,194310.0,True,,,,Trustee
Suresh Munshani,Trustee,Pace University,,Pace 1989,,541.0,,,126863827.0,194310.0,True,,,,Trustee
Donald L. Boudreau,Trustee,Pace University,,Pace 1970 BS,"Vice Chairman, The Chase Manhattan Bank",541.0,,,126863827.0,194310.0,True,,,,Trustee
Maria Fiorini Ramirez,Trustee,Pace University,,,"President and Chief Executive Officer, Maria",542.0,,,126863827.0,194310.0,True,,,,Trustee
James E. Healey,Trustee,Pace University,,,,541.0,,,126863827.0,194310.0,True,,,,Trustee
Ivor A. Whitson,Trustee,Pace University,,,,542.0,,,126863827.0,194310.0,True,,,,Trustee
Cynthia Greer Goldstein,Vice Chairman,Pace University,,,,541.0,,,126863827.0,194310.0,True,,,,Board Vice President
Michael A. O'Reilly,Vice Chairman,Pace University,,NYU 1965 BS; Pace 1971 MBA,"Vice Chairman and Chief Financial Officer, The Chubb Corporation",542.0,,,126863827.0,194310.0,True,,,,Board Vice President
John T. O'Connor,Trustee,Pace University,,Pace 1986,"Partner, Milbank, Tweed, Hadley & McCloy LLP",541.0,,,126863827.0,194310.0,True,,,,Trustee
