Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Lance L. Hirt,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ira M. Millstein,Trustee,Yeshiva University,,Columbia 1949 LLB,"Senior Partner, Weil, Gotshal & Manges LLP",1030.0,,,19772626.0,197708.0,True,Overseer
J. Ezra Merkin,Trustee,Yeshiva University,,,"Managing Partner, Gabriel Capital Group",1030.0,,,19772626.0,197708.0,True,Overseer
Matthew J. Maryles,Trustee,Yeshiva University,,Brooklyn BS; Brooklyn Law JD,"Member, Wolf Maryles & Associates, LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Bernard L. Madoff,Treasurer,Yeshiva University,,,"Principal/Member, Bernard L. Madoff Investment Securities LLC",1030.0,,,19772626.0,197708.0,True,Other Board Member
Norman Lamm,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ira Kukin,Vice Chairman,Yeshiva University,,,"Chairman, Apollo Technologies International",1030.0,,,19772626.0,197708.0,True,Board Vice President
Henry Kressel,Trustee,Yeshiva University,,,"Managing Director, Warburg Pincus LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Marcos D. Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Vivian Glueck Rosenberg,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Richard M. Joel,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Warren Eisenberg,Trustee,Yeshiva University,,,"Co-Chairman, Bed Bath & Beyond Inc650 Liberty Avenue, Union, NJ 07083",1030.0,,,19772626.0,197708.0,True,Overseer
E. Billi Ivry,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Joshua L. Muss,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronnie Heyman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Josh S. Weston,Trustee,Yeshiva University,,CCNY 1950 BS,"Honorary Chairman, Automatic Data Processing, Inc. (1998-2004)",1030.0,,,19772626.0,197708.0,True,Overseer
David J. Azrieli,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jayne G. Beker,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jack A. Belz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Robert M. Beren,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Julius Berman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marvin S. Bienenfeld,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marjorie Diener Blenden,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ludwig Bravmann,Vice Chairman,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Board Vice President
Sender Z. Cohen,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
David Eshaghian,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jeffrey J. Feil,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Felix L. Glaubach,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Alan E. Goldberg,Trustee,Yeshiva University,,NYU BA. MBA: Yeshiva JD,"Co-Managing Partner, Lindsay Goldberg & Bessemer G.P. LLC",1030.0,,,19772626.0,197708.0,True,Overseer
David S. Gottesman,Trustee,Yeshiva University,,,"Senior Managing Director, First Manhattan Co",1030.0,,,19772626.0,197708.0,True,Overseer
Kathryn O. Greenberg,Trustee,Yeshiva University,,,"Founder and Honorary Chairman, New York Legal Assistance Group450 West 33rd Street, 11th Floor, New York, NY 10001",1030.0,,,19772626.0,197708.0,True,Overseer
Fanva Gottesfeld Heller,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Michael G. Jesselson,Trustee,Yeshiva University,,,"President, Jesselson Capital Corporation",1030.0,,,19772626.0,197708.0,True,Overseer
Joseph Wilf,Vice Chairman,Yeshiva University,,,"Chief Executive Officer, Garden Homes Management Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
