Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Nancy K. Lotstein,Chairperson,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Board President,True,New Jersey University System
Jeanne Locicero,Student Representative Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
J. Bruce Llewellyn,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Duncal L. MacMillan,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Brian D. Perkins,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Karen Torian,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Gail L. Powers,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Paul Profeta,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Thomas A. Renyi,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Lillian Ringel,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Bethany Rocque-Romaine,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Michael Salpas,Student Representative Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
"John Joseph Scally, Jr.",Trustee,Rutgers State University Of New Jersey,,Muhlenberg 1973 AB; Catholic U 1976 JD,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Philip S. Schein,Trustee,Rutgers State University Of New Jersey,,Rutgers 1961 AB; SUNY (Syracuse) 1965 MD,"Chairman and Chief Executive Officer, U.S. Bioscience 100 Front St., Conshohocken, PA 19428-2800; Senior Investigator, National Cancer Institute, 1971-74; Scientific Director, Georgetown University Cancer Center and Director, Division of Medical Oncology, Georgetown University Hospital, 1974-83; Vice President, R & D Worldwide, Smith Kline and French Labs, 1983-86",436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
George H. Sigel,Faculty Representative Trustee,Rutgers State University Of New Jersey,,"Rhode Island 1969 BA; Rutgers 1970 MLS, 1977 MA",,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Dorothy M. Stanaitis,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Anne M. Thomas,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Karen J. Thorburn,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Mary Vivian Fu Wells,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Francis L. Lawrence,Ex Officio Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,"Trustee, Ex Officio",True,New Jersey University System
Ellen L. Poiani,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Francis L. Lawrence,President,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Board President,True,New Jersey University System
John Herbert Carman,Trustee,Rutgers State University Of New Jersey,,Rutgers 1960 BA,"Junior High School Teacher, New Brunswick, NJ, 1961-81",435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
James A. Mitchell,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Robert A. Laudicina,Trustee,Rutgers State University Of New Jersey,,,,436.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Jerald D. Baranoff,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Jeffrey Barist,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Henry E. Bartoli,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Joan L. Bildner,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Liam P. Brahan,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Ruth Ann Burns,Trustee,Rutgers State University Of New Jersey,,Douglass 1967 BA; Rutgers 1976 MA,"Editor, News Tribune, 1967-70; Senior Research and Program Associate, Eagleton Institute of Politics, 1976-81; Project Director, Center for American Woman & Politics, 1978-81",435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Ruben Cardona,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Michele Cortese,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Clinton C. Crocker,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Thomas G. D'Allessio,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Anthony J. DePetris,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Frederick DeSanti,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Louis T. DiFazio,Trusted,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Alexander D'Jamoos,Student Representative Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Judith T. Caruso,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Robert P. Eichert,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Kevin E. Kennedy,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Milita B. Dolan,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Richard W. Hill,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Gerald C. Harvey,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
"David J. Harris, Jr",Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Leslie Eugene Goodman,Trustee,Rutgers State University Of New Jersey,,Rutgers 1965 BA. 1970 MBA 1980 JD,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Vesta M. Godwin,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Kenneth J. Grispin,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Ronald W. Giaconia,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Albert R. Gamper,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Bruce G. Freeman,Trustee,Rutgers State University Of New Jersey,,Rutgers 1952 BA; New Brunswick Sem 1955 MDiv,"Minister, Presbyterian Church, 1955-64; Chairman and Chief Executive Officer, Marts & Lundy",435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Jeanne M. Fox,Trustee,Rutgers State University Of New Jersey,,Douglass 1975 BA; Rutgers 1979 JD,"Law Clerk, New Jersey Superior Court, 1978-79; Policy Director, New Jersey Democratic State Committee, 1979-80; Attorney, New Jersey Office of the Secretary of State, 1980-81; Director, New Jersey Board of Public Utilities; Commissioner, New Jersey Department of Environmental Protection and Energy",435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Evelyn S. Field,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
Rochelle Gizinski,Trustee,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,,,Trustee,True,New Jersey University System
John J. Schimpf,Regent,Seton Hall University,,,Consultant,461.0,,12524447.0,186584.0,,,Regent,True,
"Very Rev. Thomas R. Peterson, OP",Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
George M. Ring,Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
Most Rev. Frank J. Rodimer,Regent,Seton Hall University,,,Bishop of Paterson,461.0,,12524447.0,186584.0,,,Regent,True,
Rev. Msgr. David A. Rubino,Regent,Seton Hall University,,St Francis Col (PA) 1969 BA; St Francis Sem 1973 MDiv; Edinboro 1977 MA; Pittsburgh 1989 PhD,"Instructor, English, Cathedral Prep, 1973-76; Academic Program Coordinator, Edinboro University, 1975-76",461.0,,12524447.0,186584.0,,,Regent,True,
"Very Rev. Thomas R. Peterson, OP",Chancellor,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Board President,True,
Thomas Sharkey,Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
A. Zachary Yamba,Secretary,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Other Board Member,True,
"Rev. Msgr. Robert T. Sheeran, S.T.D",Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
Daryl D. Smith,Regent,Seton Hall University,,,"President, Troy Corporation",461.0,,12524447.0,186584.0,,,Regent,True,
Most Rev. John M. Smith,Regent,Seton Hall University,,,Bishop of Trenton,461.0,,12524447.0,186584.0,,,Regent,True,
Bruce A. Tomason,Regent,Seton Hall University,,,"President, Apollo Corp",461.0,,12524447.0,186584.0,,,Regent,True,
"Frank E. Walsh, Jr",Chairman,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Board President,True,
Eleanor McMahon os,Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
"Rev. Msgr. Robert T. Sheeran, S.T.D",President,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Board President,True,
Most Rev. Theodore E. McCarrick,President,Seton Hall University,,,Distinguished Visiting Professor,461.0,,12524447.0,186584.0,,,Board President,True,
Most Rev. Andrew Pataki,Regent,Seton Hall University,,,Bishop of Passaic,461.0,,12524447.0,186584.0,,,Regent,True,
Karen Krupnick Mandelbaum,Regent,Seton Hall University,,,"President, Cache Pot",461.0,,12524447.0,186584.0,,,Regent,True,
Alfred Martinelli,Regent,Seton Hall University,,,Buckeye Management Company,461.0,,12524447.0,186584.0,,,Regent,True,
Robert E. Baldini,Regent,Seton Hall University,,,"Vice Chairman, Kos Pharmaceuticals, Inc",460.0,,12524447.0,186584.0,,,Regent,True,
Lawrence E. Bathgate II,Regent,Seton Hall University,,,"Senior Partner, Bathgate, Wegener and Wolf, P.C",460.0,,12524447.0,186584.0,,,Regent,True,
Most Rev. Vincent D. Breen,Regent,Seton Hall University,,,Bishop of Metuchen,460.0,,12524447.0,186584.0,,,Regent,True,
Gerald P. Buccino,Regent,Seton Hall University,,,"Chairman and Chief Executive Officer, Buccino and Associates",460.0,,12524447.0,186584.0,,,Regent,True,
Lisa T. Candella,Regent,Seton Hall University,,,"Account Executive, Burlington Industries",460.0,,12524447.0,186584.0,,,Regent,True,
"Leonard Smith Coleman, Jr",Regent,Seton Hall University,,,"President, National League, Major League Baseball",460.0,,12524447.0,186584.0,,,Regent,True,
Kurt T. Borowsky,Regent,Seton Hall University,,,,460.0,,12524447.0,186584.0,,,Regent,True,
Most Rev. Nicholas DiMarzio,Regent,Seton Hall University,,,Bishop of Camden,460.0,,12524447.0,186584.0,,,Regent,True,
David B. Gerstein,Regent,Seton Hall University,,,"Thermwell Products Company, Inc",460.0,,12524447.0,186584.0,,,Regent,True,
Michael T. Kornett,Regent,Seton Hall University,,,"Chief Executive Officer and PresidentMasterCare, IncL. Dennis Kozlowski",461.0,,12524447.0,186584.0,,,Regent,True,
L. Dennis Kozlowski,Regent,Seton Hall University,,,"Chairman and Chief Executive Officer, Tyco International Ltd",461.0,,12524447.0,186584.0,,,Regent,True,
Joseph P. La Sala,Regent,Seton Hall University,,,,461.0,,12524447.0,186584.0,,,Regent,True,
Richard F. Liebler,Regent,Seton Hall University,,,"President, Hillside Auto Mall, IncKent ManahanVice Chairperson",461.0,,12524447.0,186584.0,,,Regent,True,
John C. Crimi,Regent,Seton Hall University,,,"President, County Concrete Corporation",460.0,,12524447.0,186584.0,,,Regent,True,
William R. Norwood,Trustee,Southern Illinois University System,,Southern Illinois 1959 BS; Chicago 1974 MBA,"Captain, United Airlines",467.0,,2801502357.0,149222.0,,,Trustee,True,
Harris Rowe,Trustee,Southern Illinois University System,,Illinois Col 1947 BA; Northwestern 1950 JD,"Central National Life Insurance Co.; Rowe, Henry and Deal",467.0,,2801502357.0,149222.0,,,Trustee,True,
John Brewster,Trustee,Southern Illinois University System,,Syracuse 1971 BA; Illinois 1973 MBA; Southern Illinois 1976 JD,"Attorney, Winters, Brewster, Crosby & Patchett",467.0,,2801502357.0,149222.0,,,Trustee,True,
Mike Ruta,Student Trustee,Southern Illinois University System,,,,467.0,,2801502357.0,149222.0,,,Trustee,True,
Celeste M. Stiehl,Trustee,Southern Illinois University System,,,"State Representative, Illinois General Assembly; Executive Director, Belleville Economic Progress Inc., 1985-87",467.0,,2801502357.0,149222.0,,,Trustee,True,
"A. D. VanMeter, Jr",Chairperson,Southern Illinois University System,,Northwestern JD,"Chairman, First of America Bank",467.0,,2801502357.0,149222.0,,,Board President,True,
"George T. Wilkins, Jr",Secretary,Southern Illinois University System,,"Illinois 1953 BS, 1957 MD","Captain, U.S. Air Force, 1960-62",467.0,,2801502357.0,149222.0,,,Other Board Member,True,
Molly D'Esposito,Vice Chairperson,Southern Illinois University System,,Barat 1969 BA; Northwestern 1972 MBA,"Commercial Loan Officer, First National Bank of Chicago, 1972-77",467.0,,2801502357.0,149222.0,,,Board Vice President,True,
Sharon K. Holmes,Executive Secretary to the Board,Southern Illinois University System,,,,466.0,,2801502357.0,149222.0,,,Other Board Member,True,
Denis P. Kelleher,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"Rev. Brian J. O'Connell, CM",Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
John P. Murray,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Peggy Murrain,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
William J. Montgoris,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"Rev. Thomas F. McKenna, CM",Vice Chairman,St Johns University,,,,441.0,,142823887.0,195809.0,,,Board Vice President,True,
Sr. Mary Rose McGeady,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Mary B. Maguire,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Mary Ann Lawlor,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"David M. O'Connell, CM",Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"Rev. Donald J. Harrington, CM",Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"Rev. John W. Gouldrick, CM",Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Rev. Msgr. Otto L. Garcia,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Nickolas Davatzes,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
The Hon. Joseph W. Bella Cosa,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Richard F. Chapdelaine,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Capt. James C. Chao,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Bruce R. Bent,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Jerome Belson,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
"Rev. Patrick J. Griffin, CM",Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Rev. Francis X. Prior,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Michael C. Paschcci,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
James J. Schiro,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Martin A. Stein,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Eugene J. Sullivan,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Eleanor Taffner,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Eugene J. SullivanBr. Augustine D. Towey,Trustee,St Johns University,,,,,,142823887.0,195809.0,,,Trustee,True,
The Hon. Milton Williams,Trustee,St Johns University,,,Member of the Board,441.0,,142823887.0,195809.0,,,Trustee,True,
Linda S. Sanford,Trustee,St Johns University,,,,441.0,,142823887.0,195809.0,,,Trustee,True,
Bradford M. Freeman,Trustee,Stanford University,,,"Founding Partner, Freeman, Spogli, and Co11100 Santa Monica Blvd., Ste. 1900, Los Angeles, CA 90025",472.0,,97018004.0,243744.0,,,Trustee,True,
Henry Muller,Trustee,Stanford University,,,"Editorial Director, Time, IncNew York, NY",472.0,,97018004.0,243744.0,,,Trustee,True,
George H. Hume,Trustee,Stanford University,,,"President and Chief Executive Officer, Basic American. Inc, San Francisco, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
William C. Landreth,Trustee,Stanford University,,,"Limited Partner and Consultant, Goldman Sachs and Company, San Francisco, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
David M. Laney,Trustee,Stanford University,,,"President and Chairman of the Board, Jenkins and Gilchrist, Dallas. TX",472.0,,97018004.0,243744.0,,,Trustee,True,
Chien Lee,Trustee,Stanford University,,,"Director and Founder, Scottish and Eastern Investment Services Limited, Hong Kong, China",472.0,,97018004.0,243744.0,,,Trustee,True,
John P. Levin,Trustee,Stanford University,,,"Chairman and Managing Partner, Folger Levin & Kahn LLP, San Francisco, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Burton J. McMurtry,Trustee,Stanford University,,,"General Partner, Technology Venture Investors, Menlo Park, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Ellen Ochoa,Trustee,Stanford University,,,"Astronaut, NASA Houston, TX",472.0,,97018004.0,243744.0,,,Trustee,True,
Ward W. Woods,Trustee,Stanford University,,,"President and Chief Executive Officer, Bessemer Securities Corporation New York, NY",472.0,,97018004.0,243744.0,,,Trustee,True,
Gregory G. Petersen,Trustee,Stanford University,,,"Private Investor Incline Village, NV",472.0,,97018004.0,243744.0,,,Trustee,True,
Beverly P. Ryder,Trustee,Stanford University,,,"Corporate Secretary, Edison International 2244 Walnut Grove Ave., Rosemead, CA 91770 Tel: (626) 302-2204 Fax: (626) 302-1939",472.0,,97018004.0,243744.0,,,Trustee,True,
Pamela Ann Rymer,Trustee,Stanford University,,Vassar 1961 AB; Stanford 1964 LLB,"Judge, United States Court of Appeals, 9th Circuit PO. Box 91510, Pasadena, CA 91109-1510 Tel: (626) 583-7210 Fax: (626) 583-7144",472.0,,97018004.0,243744.0,,,Trustee,True,
Victoria P. Sant,Trustee,Stanford University,,,"Presidnet and Co-Founder, The Summit Foundation Washington, DC",472.0,,97018004.0,243744.0,,,Trustee,True,
Charles R. Schwab,Trustee,Stanford University,,Stanford 1959 BA. 1961 MBA,"Chairman and Co-Chief Executive Officer, The Charles Schwab Corporation 101 Montgomery St., San Francisco, CA 94104 Tel: (415) 627-7000 Fax: (415) 627-8894",472.0,,97018004.0,243744.0,,,Trustee,True,
Isaac Stein,Trustee,Stanford University,,,"President, Waverley Associates, Inc Palo Alto, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
James R. Ukropina,Trustee,Stanford University,,,"Partner, O'Melveny and Myers Los Angeles, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Ivan K. Fong,Trustee,Stanford University,,,"Deputy Associate Attorney General, U.S. Department of Justice, Washington, DC",472.0,,97018004.0,243744.0,,,Trustee,True,
Susan Orr,Trustee,Stanford University,,,"President, Technology Resource Assistance Center Palo Alto, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Doris F. Fisher,Trustee,Stanford University,,,"Co-Founder and Director, Gap, Inc, San Francisco, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
William A. Halter,Trustee,Stanford University,,,"Senior Advisor, Office of Management and Budget, Washington, DC",472.0,,97018004.0,243744.0,,,Trustee,True,
"Roger A. Clay, Jr",Trustee,Stanford University,,,"Vice President, Corporation for Supportive Housing, New York, NY",472.0,,97018004.0,243744.0,,,Trustee,True,
Denise M. O'Leary,Trustee,Stanford University,,,"Private Investor San Mateo, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Elizabeth Dumanian,Trustee,Stanford University,,,"Clinical Social Worker, Menlo Park, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Mari J. Baker,Trustee,Stanford University,,,"Affiliation: Senior Vice President, Human Resources, Intuit, IncMountain View, CA",471.0,,97018004.0,243744.0,,,Trustee,True,
Robert M. Bass,Chairman,Stanford University,,Stanford 1965 BA; Yale 1969 JD,"President, Keystone, Inc201 Main St., Ste. 3100, Forth Worth, TX 76102",472.0,,97018004.0,243744.0,,,Board President,True,
Peter S. Bing,Trustee,Stanford University,,,"Los Angeles, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
"Victor Arias, Jr.",Trustee,Stanford University,,,"Affiliation: Executive Vice President and Managing Director, DHR International, IncIrving, TX",471.0,,97018004.0,243744.0,,,Trustee,True,
John E. Bryson,Trustee,Stanford University,,,"Edison International, 2244 Walnut Grove Ave., Rosemead, CA 91770",472.0,,97018004.0,243744.0,,,Trustee,True,
T. Robert Burke,Trustee,Stanford University,,,"Chairman, AMB Property Corporation, San Francisco, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Gerhard Casper,President,Stanford University,,,"Until August 31, 2000",472.0,,97018004.0,243744.0,,,Board President,True,
Gerhard Casper,Trustee,Stanford University,,,"Until August 31, 2000",472.0,,97018004.0,243744.0,,,Trustee,True,
Winston H. Chen,Trustee,Stanford University,,,"Chairman, Paramitas Foundation, Santa Clara, CA",472.0,,97018004.0,243744.0,,,Trustee,True,
Cory A. Booker,Trustee,Stanford University,,,"Councilman, Central Ward, Municipal Council, Newark, NJ",472.0,,97018004.0,243744.0,,,Trustee,True,
"Charles J. Ogletree, Jr",Trustee,Stanford University,,,"Professor, Harvard Law School Cambridge, MA 02138 Tel: (617) 495-4601",472.0,,97018004.0,243744.0,,,Trustee,True,
Louis T. Howard,Trustee,State University Of New York System,,,"197 S. Bayview Ave., Amityville, NY 11701 Tel: (516) 264-3636",486.0,,1327163397.0,,,,Trustee,True,State University of New York System
Randy A. Daniels,Trustee,State University Of New York System,,,"Affiliation: Senior Vice President and Deputy Commissioner, Empire State Development Corporation 633 3rd Ave., 34th Fl., New York, NY 10017-6754 Tel: (212) 803-3230",486.0,,1327163397.0,,,,Trustee,True,State University of New York System
Edward F. Cox,Trustee,State University Of New York System,,Tulane PhD,"Affiliation: Patterson, Belknap, Webb & Tyler, LLP 1133 Ave. of the Americas, 22nd Fl., New York, NY 10036 Tel: (212) 336-2000",486.0,,1327163397.0,,,,Trustee,True,State University of New York System
Harvey F. Wachsman,Trustee,State University Of New York System,,,"Pegalis & Wachsman, P.C",487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Celine Traylor,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Celine Traylor,"President, Student Assembly",State University Of New York System,,,,487.0,,1327163397.0,,,,Board President,True,State University of New York System
Paul R. Perez,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Celine R. Paquette,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Patricia Elliott Stevens,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Miles L. Lasser,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Nicole Kim,Trustee,State University Of New York System,,,U.S. Immigration Court,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
Erland E. Kailbourne,Vice Chairman,State University Of New York System,,,John R. Oishei Foundation,487.0,,1327163397.0,,,,Board Vice President,True,State University of New York System
Pamela R. Jacobs,Trustee,State University Of New York System,,,"24 Middlesex Rd., Buffalo, NY 14216 Tel: (716) 875-4441",486.0,,1327163397.0,,,,Trustee,True,State University of New York System
Thomas F. Egan,Chairman,State University Of New York System,,,"41 Biltmore Ave., Rye, NY 10580 Tel: (212) 661-4431",486.0,,1327163397.0,,,,Board President,True,State University of New York System
Candace de Russy,Trustee,State University Of New York System,,,"50 Hampshire Rd., Bronxville, NY 10708 Tel: (914) 779-9607",486.0,,1327163397.0,,,,Trustee,True,State University of New York System
Edward G. Nelson,Trustee,State University Of New York System,,,,487.0,,1327163397.0,,,,Trustee,True,State University of New York System
William G. Smith,Rotating Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Kenneth A. Shaw,Ex Officio Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,"Member, Ex Officio",True,
Kenneth A. Shaw,President. Chancellor,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Board President,True,
Susan C.V. Penny,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
"Henry A. Panasci, Jr",Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Eric Mower,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
"Tarky J. Lombardi, Jr",Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Joseph O. Lampe,Chairman,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Board President,True,
Michelle K. Johnson,Graduate Student Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Ragan A. Henry,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Lia N. Miller,Student Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
David M. Flaum,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
William E. Davis,Rotating Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
W. Carroll Coyne,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Wendy H. Cohen,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
William J. Brodsky,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Charles W. Beach,Rotating Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
H. Douglas Barclay,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
George H. Babikian,Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
Robert F. Allen,Rotating Member,Syracuse University,,,,503.0,,70983195.0,196413.0,,,Member,True,
