Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Philip C.T. Ng,Member,Massachusetts Institute Of Technology,,,,336.0,,,63966007.0,Massachusetts Institute Of Technology,166683.0,,,Member,True,
M. Diane Owens,Trustee,Mercer University,,,"Co-Chair, Diversity Committee, Swift, Currie, McGhee & Hiers, LLP",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
J. Curtis Lewis III,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
David E. Linch,Trustee,Mercer University,,Mercer 1980,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
William F. Thomas,Trustee,Mercer University,,Mercer 1966 LLB,"Partner, Malone Law Office",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Carolyn T. McAfee,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"James Thomas ""Tom"" McAfee III",Trustee,Mercer University,,"Mercer 1977 BA, 1980 JD; Emory 1988 LLM; Virginia 2004 LLM",,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
M. Yvette Miller,Trustee,Mercer University,,,"Judge, Chambers of Judge M. Yvette Miller, Court of Appeals of Georgia",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"William Anthony ""Tony"" Moye",Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"John R. ""Reg"" Murphy",Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"Claude M. ""Mick"" Kicklighter",Trustee,Mercer University,,Mercer 1955 BA; George Washington 1974 MA,"Inspector General, Office of the Inspector General, Office of the Secretary of Defense, United States Department of Defense (2007-2008)",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Jerry S. Wilson,Trustee,Mercer University,,Georgia; Mercer MBA,"Senior Vice President, Chief Customer and Commercial Officer, The Coca-Cola Company (2009-2012)",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"Miller Peterson ""Pete"" Robinson",Trustee,Mercer University,,,"Chairman and Chief Executive Officer, Troutman Sanders Strategies",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
W. Louis Sands,Trustee,Mercer University,,,"District Judge, Chambers of District Judge W. Louis Sands. United States District Court for the Middle District of Georgia",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Richard A. Schneider,Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
William L. Self,Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Jackson P. Turner,Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
William D. Underwood,Ex Officio Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,"Trustee, Ex Officio",True,
"Raymond M. ""Thad"" Warren III",Trustee,Mercer University,,,"Chairman and Chief Executive Officer, Warren Environment, Inc",339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Howell L. Watkins II,Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Holly McCorkle Jones,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Julie Pennington-Russell,Trustee,Mercer University,,,,339.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"W. Mansfield Jennings, Jr",Trustee,Mercer University,,Georgia Tech BS; Emory MBA,"Chairman, ComSouth Corporation",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"William ""Bill"" Coates",Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"N. Dudley Horton, Jr",Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Cathy Callaway Adams,Trustee,Mercer University,,Mercer 1981 BBA: Georgia State MBA,"Executive Vice President and Chief Operations Officer, Federal Home Loan Bank of Atlanta",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Curtis G. Anderson,Trustee,Mercer University,,,"Chairman of the Board, Anderson Capital Corporation",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"William H. ""Billy"" Anderson II",Trustee,Mercer University,,Mercer 1959,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Kellie Raiford Appel,Trustee,Mercer University,,Mercer 1988,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Barbara Baugh,Trustee,Mercer University,,,"President, John and Eula Mae Baugh Foundation",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
James A. Bishop,Trustee,Mercer University,,Georgia 1964 AB; Mercer 1967 LLB,"Senior Attorney, The Bishop Law Firm",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"Malcolm S. Burgess, Jr",Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
G. Marshall Butler,Trustee,Mercer University,,,,,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Neville Callam,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Jimmy Carter,Trustee,Mercer University,,Naval Acad 1946 BS,"President of the United States, Executive Office of the President, Jimmy Carter Administration (1977-1981)",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
David E. Hudson,Chairman,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Board President,True,
Milton L. Cruz,Trustee,Mercer University,,Mercer 1982 BA: Puerto Rico MHSA: Boston U JD: Georgetown 1987 ML,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Dwight J. Davis,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"The Hon. Walter Homer Drake, Jr",Trustee,Mercer University,,"Mercer 1954 AB, 1956 LLB",,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"James C. Elder, Jr",Trustee,Mercer University,,Mercer 1977,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
T. Michael Crook,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Nancy A. Grace,Trustee,Mercer University,,,"Host, Nancy Grace, CNN Headline News",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Robert F. Hatcher,Trustee,Mercer University,,Georgia BBA,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Benjamin W. Griffith,Trustee,Mercer University,,Mercer 1977,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"William A. Fickling, Jr",Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Linda Willis Eydt,Trustee,Mercer University,,,,338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
"Thomas P. ""Tom"" Bishop",Trustee,Mercer University,,"Mercer 1982 BA, 1985","Senior Vice President, Compliance Officer and General Counsel, Georgia Power Company",338.0,,,150149174.0,Mercer University,140447.0,,,Trustee,True,
Brian Breslin,Trustee,Michigan State University,,,"Senior Vice President, Human Resources, Meijer, Inc",340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Diann Woodard,Trustee,Michigan State University,,,"President, Organization of School Administrators and Supervisors 330 Fisher Building, 3011 W. Grand Blvd, Detroit. MI 48202",340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Lou Anna K. Simon,Ex Officio Trustee,Michigan State University,,Michigan State 1973 BA; Wayne State U 1979 MEd,,340.0,,,87216513.0,Michigan State University,171100.0,,,"Trustee, Ex Officio",True,
George Perles,Trustee,Michigan State University,,"Michigan State 1960, 1961",,340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Faylene Owen,Trustee,Michigan State University,,,,340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Mitch Lyons,Trustee,Michigan State University,,,,340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Melanie Foster,Vice Chairperson,Michigan State University,,Michigan State 1977 BS,,340.0,,,87216513.0,Michigan State University,171100.0,,,Board Vice President,True,
Joel Ferguson,Chairman,Michigan State University,,,,340.0,,,87216513.0,Michigan State University,171100.0,,,Board President,True,
Dianne Byrum,Trustee,Michigan State University,,,"Partner, Byrum & Fisk Advocacy Communications 82 sighs 1501 North Shore Drive, Suite B. East Lansing, MI 48823",340.0,,,87216513.0,Michigan State University,171100.0,,,Trustee,True,
Julie A. Fream,Vice Chairmar,Michigan Technological University,,Michigan Tech 1983; Harvard 1987 MBA,"Vice President, North America Customer Group and Global Communications, Visteon Corporation",341.0,,,11957088.0,Michigan Technological University,171128.0,,,Board Vice President,True,
Martha K. Richardson,Board Member,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
Paul Ollila,Board Member,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
Terry J. Woychowski,Board Member,Michigan Technological University,,Michigan Tech 1978 BE,"Vice President, Global Vehicle Program Management, General Motors Company",341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
Glenn D. Mroz,Ex Officio Board Member,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,"Member, Ex Officio",True,
Stephen J. Hicks,Chairman,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Board President,True,
Lenora D. Ashford,Board Member,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
"Thomas L. ""Tom"" Baldini",Board Member,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
Kathryn I. Clark,Board Member,Michigan Technological University,,"Western Reserve (Hudson, OH) 1976: Michigan PhD","President, Docere LLC",341.0,,,11957088.0,Michigan Technological University,171128.0,,,Member,True,
Daniel D. Greenlee,Treasurer,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Other Board Member,True,
Dale R. Tahtinen,Secretary,Michigan Technological University,,,,341.0,,,11957088.0,Michigan Technological University,171128.0,,,Other Board Member,True,
Robin Robinson,Trustee,Mississippi Institutions Of Higher Learning,,,"Director, Organization Development and Corporate
Communication, Sanderson Farms, Inc
P.O. Box 998. Laurel, MS 39441-0988
Tel: (601) 426-1462
Education: Southern Mississippi BS",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Ed Blakeslee,President,Mississippi Institutions Of Higher Learning,,,"Member, Kiwanis Club of Gulfport
2218 18th Street, Gulfport, MS 39501
Education: Mississippi State BS",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Board President,True,
Karen L. Cummins,Trustee,Mississippi Institutions Of Higher Learning,,,,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Shane Hooper,Trustee,Mississippi Institutions Of Higher Learning,,,,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Bob Owens,Vice President,Mississippi Institutions Of Higher Learning,,,Education: Jackson State U BA; Florida State JD,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Board Vice President,True,
Hal Parker,Trustee,Mississippi Institutions Of Higher Learning,,,"Chairman and Chief Executive Officer, BancorpSouth
Inc. (Note: Plans to retire as Chief Executive Officer in 2013. MrPatterson expects to continue to serve as Chairman and CEO
until a successor is named and the CEO transition is complete,
which is expected to occur at or around the time of the annual
shareholders meeting in April 2013.)
P.O. Box 789, Tupelo, MS 38802-0789
Tel: (662) 680-2422
Education: Mississippi 1964 BBA; Michigan State 1969 MBA",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Aubrey B. Patterson,Trustee,Mississippi Institutions Of Higher Learning,,,,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Alan W. Perry,Trustee,Mississippi Institutions Of Higher Learning,,,"Partner, Forman Perry Watkins Krutz & Tardy LLP
PO. Box 22608, Jackson, MS 39225-2608
Tel: (601) 969-7833
Education: Mississippi 1969 BAA; Harvard 1972 JD",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
"Christine Lindsay Pickering, CPA",Trustee,Mississippi Institutions Of Higher Learning,,,"Owner, Christy Pickering, CPA
180 Delauney Street, #B, Biloxi, MS 39530
Tel: (228) 374-0300
Education: Southern Mississippi BS",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Dr. Bradford Johnson Dye,Trustee,Mississippi Institutions Of Higher Learning,,,,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
Douglas W. Rouse,Trustee,Mississippi Institutions Of Higher Learning,,,"Partner, Southern Bone and Joint Specialists, PA
3688 Veterans Memorial Drive, Suite 200, Hattiesburg, MS 39401 1 70
Tel: (601) 554-7400
Education: Southern Mississippi 1971 BS; Mississippi 1975 MD it",354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
"C. D. Smith, Jr",Trustee,Mississippi Institutions Of Higher Learning,,,Education: Mississippi State MBA,354.0,,,4210141039.0,Mississippi Institutions Of Higher Learning,,,,Trustee,True,
David Easley,Associate Director,Mississippi Institutions of Higher Learning,,,,351.0,,,99041443.0,Mississippi State University,176080.0,137.0,10120.0,Director,True,Mississippi Institutions of Higher Learning
John P. Rush,Chief Operating Officer,Mississippi Institutions of Higher Learning,"MississippiState University Foundation, Inc.",,,351.0,,,99041443.0,Mississippi State University,176080.0,136.0,10119.0,Director,True,Mississippi Institutions of Higher Learning
John A. Tomlinson,"Coordinator, Government Relations",Mississippi Institutions of Higher Learning,,,,351.0,,,99041443.0,Mississippi State University,176080.0,135.0,10118.0,Director,True,Mississippi Institutions of Higher Learning
John Genin,Webmaster,Mississippi Institutions of Higher Learning,,,,351.0,,,99041443.0,Mississippi State University,176080.0,134.0,10117.0,Director,True,Mississippi Institutions of Higher Learning
Joan Lucas,General Counsel (Interim),Mississippi Institutions of Higher Learning,,,,351.0,,,99041443.0,Mississippi State University,176080.0,133.0,10116.0,Other Board Member,True,Mississippi Institutions of Higher Learning
Georgia Lindley,"Chief, Police",Mississippi Institutions of Higher Learning,,,,351.0,,,99041443.0,Mississippi State University,176080.0,132.0,10115.0,Director,True,Mississippi Institutions of Higher Learning
Kevin Edelblute,"Controller, Treasurer'S Office",Mississippi Institutions of Higher Learning,,,,350.0,,,99041443.0,Mississippi State University,176080.0,131.0,10103.0,Other Board Member,True,Mississippi Institutions of Higher Learning
Kevin Edelblute,Director,Mississippi Institutions of Higher Learning,,,,350.0,,,99041443.0,Mississippi State University,176080.0,130.0,10102.0,Director,True,Mississippi Institutions of Higher Learning
Thomas Maguire,Trustee,Montclair State University,,,,362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
"John L. McGoldrick, Esq",Trustee,Montclair State University,,Harvard 1963 AB. 1966 LLB,"Special Advisor, International AIDS Vaccine Initiative",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
William T. Mullen,Trustee,Montclair State University,,,"President and Business Manager, Iron Workers Local 11, New Jersey State Building & Contruction Trades Council",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Ralph A. LaRossa,Chairman,Montclair State University,,Stevens BE,,362.0,,,166088655.0,Montclair State University,185590.0,,,Board President,True,
Preston D. Pinkett III,Trustee,Montclair State University,,Cornell 1984 BS; Wharton 1999 MBA,,362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
"J. Thomas Presby, CPA",Trustee,Montclair State University,,Rutgers BS; Carnegie Mellon MBA,"Deputy Chief Executive Officer, Deloitte Touche Tohmatsu (2001-2002)",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Jack Baldwin-LeClair,Faculty Representative,Montclair State University,,St Anselm BA; Rutgers MA: Bridgeport JD,,362.0,,,166088655.0,Montclair State University,185590.0,,,Other Board Member,True,
Christine L. Padilla,Trustee,Montclair State University,,,"President, BIT Solutions. LLC",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Douglas L. Kennedy,Trustee,Montclair State University,,"Sacred Heart U BSEc, MBA",,362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Susan A. Cole,Trustee,Montclair State University,,King's Col (UK) BA; Middlesex Med (UK),,362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Mitchell E. Hersh,Trustee,Montclair State University,,Ohio BA,"President and Chief Executive Officer, Mack-Cali Realty Corporation",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Francis M. C. Cuss,Trustee,Montclair State University,,,"Senior Vice President, Research, Bristol-Myers Squibb Company",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
C. Michael Carter,Trustee,Montclair State University,,Washington U (MO) BA: Harvard MBA,,362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
Rose C. Cali,Trustee,Montclair State University,,Montclair State Col BA,"Founder and Education Advocate, Yogi Berra Museum and Learning Center",362.0,,,166088655.0,Montclair State University,185590.0,,,Trustee,True,
"Susan L. Blount, Esq.",Secretary,Montclair State University,,"Texas 1978 BA, 1981 JD","Senior Vice President and General CounselPrudential Financial, Inc751 Broad Street, Newark, NJ 07102-3777",362.0,,,166088655.0,Montclair State University,185590.0,,,Other Board Member,True,
Kyle Bunting,Student Representative,Montclair State University,,,,362.0,,,166088655.0,Montclair State University,185590.0,,,Other Board Member,True,
Alex Bychov,Student Representative,Montclair State University,,,,362.0,,,166088655.0,Montclair State University,185590.0,,,Other Board Member,True,
George J. Hiltzik,Vice Chairman,Montclair State University,,Cornell 1967 BS: Columbia 1970 JD,,362.0,,,166088655.0,Montclair State University,185590.0,,,Board Vice President,True,
Kevin J. Page,Vice Chairman,Nevada System Of Higher Education,,,"Managing Director and Senior Relationship Manager, Wells Capital Management",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Board Vice President,True,
Michael B. Wixom,Regent,Nevada System Of Higher Education,,,"Member, Smith Larsen & Wixom, Chartered",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
"Richard M. ""Rick"" Trachok II",Regent,Nevada System Of Higher Education,,Nevada (Reno) 1974 BS; Cal Western 1980 JD; Cambridge (UK) 1984 LLM,,368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Jack Lund Schofield,Regent,Nevada System Of Higher Education,,,"Chief Executive Officer, Exclusive Homes & Products",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
James Dean Leavitt,Regent,Nevada System Of Higher Education,,,"Attorney, Law Office of James Dean Leavitt",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Kevin C. Melcher,Regent,Nevada System Of Higher Education,,"Nevada (Reno) 1979 BS, 1981 MS",,368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Jason Geddes,Chairman,Nevada System Of Higher Education,,"Nevada (Reno) 1990 BS, 1995 PhD","Government Affairs Manager, Economic Development Authority of Western Nevada",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Board President,True,
Dr. Mark W. Doubrava,Regent,Nevada System Of Higher Education,,Nevada (Las Vegas) 1985 BS: Nevada (Reno) 1989 MD,,368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Cedric Crear,Regent,Nevada System Of Higher Education,,,"President, Crear Creative Group",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Robert J. Blakely,Regent,Nevada System Of Higher Education,,Montana Mineral BS,,368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Dr. Andrea Anderson,Regent,Nevada System Of Higher Education,,Northern Arizona 1967 BS; Boise State 1986 MBA;,,368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Mark Alden,Regent,Nevada System Of Higher Education,,Nevada (Reno) 1971 BS,"President and Chief Executive Officer, Mark Alden,",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Ron Knecht,Regent,Nevada System Of Higher Education,,,"Economist, Resource and Market Analysis Division, Public Utilities Commission of Nevada, State of Nevada; Economist, Resource and Market Analysis Division (R), Public Utilities Commission of Nevada, State of Nevada",368.0,,,68260882.0,Nevada System Of Higher Education,,,,Regent,True,
Henry A. Mauermeyer,Assistant Treasurer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Other Board Member,True,
Patrick J. McGowan,Overseer,New Jersey Institute Of Technology,,NJIT 1988,"President and Chief Executive Officer, Mc Gowan Builders. Inc1200 Paterson Plank Road, North Bergen, NJ 07047",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Raymond J. McGowan,Overseer,New Jersey Institute Of Technology,,NJIT 1964,"Vice President, ExxonMobil Chemical Company",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
James G. Medeiros,Overseer,New Jersey Institute Of Technology,,,"Vice President, Information Systems, United Parcel Service, Inc55 Glenlake Parkway, NE, Atlanta, GA 30328",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Vincent J. Naimoli,Overseer,New Jersey Institute Of Technology,,,"Chairman, Tampa Bay Devil Rays",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
John J. Nallin,Overseer,New Jersey Institute Of Technology,,Fairleigh Dickinson 1974 MBA,"Vice President, United Parcel Service, Inc55 Glenlake Parkway, NE, Atlanta, GA 30328",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
George M. Newcombe,Overseer,New Jersey Institute Of Technology,,NJIT 1969,"Partner, Simpson Thacher & Bartlett LLP",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
John H. Olson,Overseer,New Jersey Institute Of Technology,,"NJIT 1961, 1966",,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Donald H. Sebastian,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Philip L. Rinaldi,Chairman,New Jersey Institute Of Technology,,NJIT 1968,"Chairman and Principal, Phoenix Capital LLCTel: (212) 461-1104",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Board President,True,
John W. Seazholtz,Overseer,New Jersey Institute Of Technology,,NJIT 1959,"Chairman of the Board, Board of Directors. Westell Technologies, Inc750 North Commons Drive, Aurora, IL 60504 Tel: (630) 898-2500",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Gregory M. Smith,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Stephanie Tonic,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Martin Tuchman,Overseer,New Jersey Institute Of Technology,,NJIT 1962,"Chairman and Chief Executive Officer, Kingstone Capital V. LLC 4422 Route 27, Kingston, NJ 08528 Tel: (609) 924-6006",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Michael A. Wall,Executive Vice Chairman,New Jersey Institute Of Technology,,,"Executive Director, Greater Newark Enterprises Corporation 744 Broad Street, 26th Floor, Newark, NJ 07102 Tel: (973) 242-4132 New Mexico State University P.O. Box 30001, Las Cruces, NM 88003-8001 c Tel: (575) 646-0111 Internet: www.nmsu.edu be line feeins finua Enrollment: 18,552 Faculty: 1,800 Year Founded: 1888 biT notias",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Board Vice President,True,
Teresa Truppi Prieto,Overseer,New Jersey Institute Of Technology,,NJIT 1988,"General Manager, Surface Technology, BASF Corporation100 Park Avenue, Florham Park, NJ 07932",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Nicholas J. Masucci,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Henry A. Mauermeyer,Secretary,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Other Board Member,True,
Arthur A. Kapoor,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Richard S. Bowles III,Overseer,New Jersey Institute Of Technology,,"NJIT 1982 BSIE; Boston U ME; Creighton MBA, U Col London BS; Trinity Col (Ireland) PhD",Overseer,369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Richard M. Maser,Overseer,New Jersey Institute Of Technology,,,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Norma J. Clayton,Overseer,New Jersey Institute Of Technology,,NJIT 1981,"Vice President, Learning, Training and DevelopmentThe Boeing Company",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
"James J. Coleman, Jr",Overseer,New Jersey Institute Of Technology,,,"Chairman, International Mate Tank Terminals",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
"Charles R. Dees, Jr",Overseer,New Jersey Institute Of Technology,,,"Vice President and Operations Manager, Turner Construction Company",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Paul A. Denehy,Overseer,New Jersey Institute Of Technology,,,,,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
"Rodney L. Dickens, PE",Overseer,New Jersey Institute Of Technology,,NJIT 1985 BSEE; Rutgers MBA,"President, The Potomac Edison Company (2009-2011)",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Carlos Dominguez,Overseer,New Jersey Institute Of Technology,,,"Senior Vice President, Office of the Chairman and Chief Executive Officer, Cisco Systems, Inc170 West Tasman Drive, San Jose, CA 95134-1706",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Albert A. Dorman,Overseer,New Jersey Institute Of Technology,,NJIT 1945,Chairman. AECOM,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Nicholas M. DeNichilo,Overseer,New Jersey Institute Of Technology,,"NJIT 1973, 1978","President and Chief Operating Officer, Hatch Mott MacDonald, Consulting Engineers",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Caren L. Freyer-DeSouza,Overseer,New Jersey Institute Of Technology,,,"Vice President and Director, New Jersey Government Relations, Parsons Brickerhoff Quade & Douglas, Inc",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Irwin Dorros,Overseer,New Jersey Institute Of Technology,,NJIT 1955,"Chairman and President, Drexler Technology Corporation",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Steven Annunziato,Overseer,New Jersey Institute Of Technology,,,"Senior Vice President, Marketing and Sales, Synapse",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
Emil C. Herkert,Chairman Emeritus,New Jersey Institute Of Technology,,,"Chairman and Chief Executive Officer, Hatch Mott McDonald, Infrastructure and Environment",370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Board President,True,
Michelle Hallerdin,Overseer,New Jersey Institute Of Technology,,Delaware BA; Emory MBA,,370.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,,,Overseer,True,
