Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,Notes,AffiliationId,carnegie_id,PrimarySample
"Mrs. J. Luther King, Jr",Trustee,Texas Christian University,,,"President, Luther King Capital Management, Inc",587.0,,,128956969,228875,True
J. Roger King,Trustee,Texas Christian University,,,"Senior Vice President, Human Resources, Pepsico, Inc",587.0,,,128956969,228875,True
G. Malcolm Louden,Trustee,Texas Christian University,,,"Vice President, Walsh & Watts, Inc",587.0,,,128956969,228875,True
Mary Ralph Lowe,Trustee,Texas Christian University,,,"President and Chief Executive Officer, Marlo, LLC",587.0,,,128956969,228875,True
Kade L. Matthews,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Laura S. Miller,Trustee,Texas Christian University,,,"President, Summit Community Bank",587.0,,,128956969,228875,True
Charles B. Moncrief,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Charles F. Mooney II,Alumni Association Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Ronald C. Parker,Trustee,Texas Christian University,,,"Senior Vice President, Human Resources, Frito-Lay North America",587.0,,,128956969,228875,True
Roger A. Ramsey,Trustee,Texas Christian University,,,"Chairman, VeriCenter, Inc",587.0,,,128956969,228875,True
Jerry J. Ray,Trustee,Texas Christian University,,,"Family Sports, Inc",587.0,,,128956969,228875,True
John V. Roach,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Leonard H. Roberts,Trustee,Texas Christian University,,,"Chairman and Chief Executive Officer, RadioShack Corporation",587.0,,,128956969,228875,True
The Honorable Winthrop P. Rockefeller,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Joan G. Rogers,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Deedie Potter Rose,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Matthew K. Rose,Trustee,Texas Christian University,,,"Chairman, President and Chief Executive Officer, Burlington Northern Santa Fe Corporation",587.0,,,128956969,228875,True
Billy Rosenthal,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
James A. Ryffel,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Clarence Scharbauer III,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Patricia Penrose Schieffer,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Edgar H. Schollmaier,Trustee,Texas Christian University,,,"Chairman, Alcon Laboratories",587.0,,,128956969,228875,True
Sarah Hales Smith,Trustee,Texas Christian University,,,"Partner, SRS Management",587.0,,,128956969,228875,True
Roy C. Snodgrass III,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
William E. Steele III,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
Lissa Noel Wagner,Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
"F. Howard Walsh, Jr",Trustee,Texas Christian University,,,,587.0,,,128956969,228875,True
J. Roger Williams,Trustee,Texas Christian University,,,Leadership Directories. Inc,587.0,,,128956969,228875,True
Robert J. Wright,Trustee,Texas Christian University,,,"President, Medical Cities Inc",587.0,,,128956969,228875,True
Lamar G. Urbanovsky,Chancellor,Texas State University System,,,,587.0,,,2801273398,,False
Fernando C. Gomez,Vice Chancellor and General Counsel,Texas State University System,,,,587.0,,,2801273398,,False
Kenneth R. Craycraft,"Vice Chancellor, Academic Affairs",Texas State University System,,,,587.0,,,2801273398,,False
J. Wiley Thedford,"Vice Chancellor, Finance",Texas State University System,,,,587.0,,,2801273398,,False
Diane Corley,"Associate Vice Chancellor, Governmental Relations",Texas State University System,,,,587.0,,,2801273398,,False
Jerry W. Neef,"Director, Audits and Analysis",Texas State University System,,,,587.0,,,2801273398,,False
W. E. Snelson,"Director, Governmental Relations",Texas State University System,,,,587.0,,,2801273398,,False
Patrick J. Sullivan,"Director, Planning and Construction",Texas State University System,,,,587.0,,,2801273398,,False
Lamar G. Urbanovsky,Chancellor,Texas State University System,Texas State University Foundation,,,587.0,,,2801273398,,False
E. James Hindman,President,Angelo State University,,"Texas Tech 1966 BA, 1968 MA, 1972 PhD","Dean, School of Arts and Sciences, Sul Ross State University; Dean, College of Liberal Arts and Sciences and Director, Honors Mentoring Program, Eastern New Mexico University; Associate Vice President, Academic Affairs and Professor, History, Northern Colorado University; Provost and Vice President, Academic Affairs, Middle Tennessee State University",587.0,,,41644977,222831,False
Donald V. Coers,"Provost and Vice President, Academic and Student Affairs",Angelo State University,,,"Associate Vice President, Academic Affairs, Sam Houston State University",587.0,,,41644977,222831,False
Michael P. Ryan,Vice President. Advancement and University Relations,Angelo State University,,,,587.0,,,41644977,222831,False
Sharon K. Meyer,Vice President. Finance and Administration,Angelo State University,,,,587.0,,,41644977,222831,False
Richard A. Beck,Associate Vice President. Academic and Student Affairs,Angelo State University,,,,588.0,,,41644977,222831,False
Deborah Hebert,"Dean, Student Life",Angelo State University,,,,588.0,,,41644977,222831,False
Carol B. Diminnie,"Director, Admissions (Acting)",Angelo State University,,,,588.0,,,41644977,222831,False
Sande V. Harrison,"Director, Alumni Relations",Angelo State University,,,,588.0,,,41644977,222831,False
Julie J. Ruthenbeck,"Director, Center for Career Development",Angelo State University,,,,588.0,,,41644977,222831,False
Deborah K. Palmer,"Director, Continuing Studies",Angelo State University,,,,588.0,,,41644977,222831,False
Rhonda McClung,"Director, Development",Angelo State University,,,,588.0,,,41644977,222831,False
Douglas W. Fox,"Director, Information Technology",Angelo State University,,,,588.0,,,41644977,222831,False
Andrew Dane,"Director, Institutional Planning and Effectiveness",Angelo State University,,,,588.0,,,41644977,222831,False
Sarah M. Logan,"Director, Institutional Research and Assessment",Angelo State University,,,,588.0,,,41644977,222831,False
Maurice G. Fortin,"Director, Library",Angelo State University,,,,588.0,,,41644977,222831,False
Preston Lewis,"Director, News and Information",Angelo State University,,,,588.0,,,41644977,222831,False
Jeff Sefcik,"Manager, Information Technology",Angelo State University,,,,588.0,,,41644977,222831,False
James E. Adams,"Chief, Police",Angelo State University,,,,588.0,,,41644977,222831,False
Michael W. Butler,Dean,Angelo State University,College of Business and Professional Studies,,,588.0,,,41644977,222831,False
John J. Miazga,Dean,Angelo State University,School of Education,,,588.0,,,41644977,222831,False
Charles A. Endress,Dean (Interim),Angelo State University,College of Liberal and Fine Arts,,,588.0,,,41644977,222831,False
"David H. Loyd, Jr",Dean,Angelo State University,College of Sciences,,,588.0,,,41644977,222831,False
Carol B. Diminnie,Dean,Angelo State University,Graduate School,,,588.0,,,41644977,222831,False
Robert D. Krienke,President,Lamar Institute Of Technology,,,,588.0,,,,,False
Susie Fortenberry,Executive Assistant to the President,Lamar Institute Of Technology,,,,588.0,,,,,False
Sam Williams,"Vice President, Academic Affairs",Lamar Institute Of Technology,,,,588.0,,,,,False
Jonathan C. Wolfe,"Vice President, Finance and Operations",Lamar Institute Of Technology,,,,588.0,,,,,False
Leigh R. Smith,"Dean, Student Services",Lamar Institute Of Technology,,,,588.0,,,,,False
Jerry Campbell,"Director, Continuing Education (Interim)",Lamar Institute Of Technology,,,,588.0,,,,,False
Harry Wood,"Director, Public Information and Assistant Chair",Lamar Institute Of Technology,Lamar Institute Of Technology Foundation,,,588.0,,,,,False
Isaac Barbosa,"Director, Technical Services",Lamar Institute Of Technology,,,,588.0,,,,,False
David Mosley,"Coordinator, Institutional Advancement",Lamar Institute Of Technology,,,,588.0,,,,,False
Yolanda Avery,"Coordinator, Placement",Lamar Institute Of Technology,,,,588.0,,,,,False
Jack Wiggins,"Manager, Facilities",Lamar Institute Of Technology,,,Administrative Services,588.0,,,,,False
W. Sam Monroe,President,Lamar State College Port Arthur,,,,,,,4210117491,226116,False
Carol Womack,Administrative Assistant,Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Gary D. Stretcher,"Vice President, Academic Affairs",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Gwen Reck,"Vice President, Finance",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Thomas G. Neal,"Vice President, Students Services",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Charles Gongre,"Dean, Academic Programs and Continuing Education",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Peter Kaatrude,"Dean, Library Services",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Janis Hutchins,"Dean, Technical Programs",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Samir Ghorayeb,"Director, Computer Services",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Bobby Summers,"Coordinator, Public Information",Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
Marc Brown,Security Officer,Lamar State College Port Arthur,,,,588.0,,,4210117491,226116,False
James M. Simmons,President,Lamar University,,,,589.0,,,177898655,226091,False
Joy Tate,Executive Secretary,Lamar University,,,,589.0,,,177898655,226091,False
W. Brock Brentlinger,Assistant,Lamar University,,,,589.0,,,177898655,226091,False
Stephen A. Doblin,"Executive Vice President, Academic Affairs",Lamar University,,,,589.0,,,177898655,226091,False
"Mike Ferguson, Jr","Vice President, Finance and Operations",Lamar University,,,,589.0,,,177898655,226091,False
Barry Johnson,"Vice President, Student Affairs",Lamar University,,,,589.0,,,177898655,226091,False
Kevin Smith,"Associate Vice President, Academic Affairs",Lamar University,,,,589.0,,,177898655,226091,False
Jerry Bradley,"Associate Vice President, Research and Dean",Lamar University,College of Graduate Studies,,,589.0,,,177898655,226091,False
James W. Rackley,"Assistant Vice President, Finance",Lamar University,,,,589.0,,,177898655,226091,False
Clift Woodruft,"Assistant Vice President, Information Systems",Lamar University,,,,589.0,,,177898655,226091,False
Christina D. Baum,"Mean, Library Services",Lamar University,,"Illinois State BS; Kentucky MALS, EdD",,589.0,,,177898655,226091,False
Richard Bothel,"Executive Director, Division of Continuing Education",Lamar University,,,,589.0,,,177898655,226091,False
Camille Mouton,"Executive Director, University Advancement",Lamar University,,,,589.0,,,177898655,226091,False
James Rush,"Director, Admissions",Lamar University,,,,589.0,,,177898655,226091,False
Juan Zabala,"Director, Alumni Affairs",Lamar University,,,,589.0,,,177898655,226091,False
Billy Tubbs,"Director, Athletics",Lamar University,,,,589.0,,,177898655,226091,False
Quincy Martin,"Director, Career Center",Lamar University,,,,589.0,,,177898655,226091,False
Donald Price,"Director, Institutional Research and Reporting",Lamar University,,,,589.0,,,177898655,226091,False
Dale Fontenot,"Chief, Police",Lamar University,,,,589.0,,,177898655,226091,False
Scott L. Parker,President,Lamar University,Lamar University Foundation Inc,,,589.0,,,177898655,226091,False
Brenda Nichols,Dean,Lamar University,College of Arts and Sciences,,,589.0,,,177898655,226091,False
Enrique Henry Venta,Dean,Lamar University,College of Business,,,589.0,,,177898655,226091,False
R. Carl Westerfield,Dean,Lamar University,College of Education and Human Development,,,589.0,,,177898655,226091,False
Charles M. Burke,"Director, Professional Services and Admissions",Lamar University,,,,589.0,,,177898655,226091,False
Jack R. Hopper,Dean,Lamar University,College of Engineering,,,589.0,,,177898655,226091,False
Russ A. Schultz,Dean,Lamar University,College of Fine Arts and Communication,,,589.0,,,177898655,226091,False
Jerry Bradley,"Dean and Associate Vice President, Research",Lamar University,College of Graduate Studies,,,589.0,,,177898655,226091,False
J. Michael Shahan,President,Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Flo Ward,Senior Secretary,Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Sheila Gunter,"Vice President, Academic Affairs",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Marian Batchelor,"Vice President, Finance and Operations",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Bobbie Burgess,"Vice President, Student Services and Auxiliary Enterprises",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Jay Trahan,"Director, Continuing Education and Workforce Development",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Stephen Banister,"Director, Library",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Jesse W. Campbell,"Director, Security",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Linda Burnett,"Coordinator, Information Services",Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Tara Lanphar,Website Supervisor,Lamar State College Orange,,,,589.0,,,3024311316,127389,False
Carlton Harmon,Chairman,Lamar State College Orange,Lamar State College-Orange Foundation,,Type of Foundation: University Foundation,589.0,,,3024311316,127389,False
James F. Gaertner,President,Sam Houston State University,,"Sam Houston State 1965 BA, 1970 MBA;","Auditor, KPMG Peat Marwick; Controller, Tex Tan Welhausen, Tandy Corporation; Associate Professor, University of Notre Dame; Dean and Professor of Accounting, College of Business, University of Texas, San Antonio",590.0,,,191429286,227881,True
David E. Payne,"Provost and Vice President, Academic Affairs",Sam Houston State University,,,,590.0,,,191429286,227881,True
Heather Thielemann,"Vice President, Enrollment Management",Sam Houston State University,,,,590.0,,,191429286,227881,True
Jack C. Parker,"Vice President, Finance and Operations",Sam Houston State University,,,,590.0,,,191429286,227881,True
Thelma J. Douglass,"Vice President, Student Services",Sam Houston State University,,,,590.0,,,191429286,227881,True
Frank R. Holmes,"Vice President, University Advancement",Sam Houston State University,,,,590.0,,,191429286,227881,True
Richard Egisaer,"Associate Vice President, Academic Affairs",Sam Houston State University,,,,590.0,,,191429286,227881,True
James A. Stevens,"Associate Vice President, Information Resources and Director, Computer Services",Sam Houston State University,,,,590.0,,,191429286,227881,True
Frank Parker,"Associate Vice President, Student Services and DeanStudent Life",Sam Houston State University,,,,590.0,,,191429286,227881,True
Daughn Pruitt,"Assistant Vice President, Student Services",Sam Houston State University,,,,590.0,,,191429286,227881,True
Scott Stuckey,Director. Alumni Relations,Sam Houston State University,,,,590.0,,,191429286,227881,True
Troy Courville,"Director, Institutional Research",Sam Houston State University,,,,590.0,,,191429286,227881,True
Ann H. Holder,"Director, Library",Sam Houston State University,,,,590.0,,,191429286,227881,True
Frank Krystyniak,"Director, Public Relations",Sam Houston State University,,,,590.0,,,191429286,227881,True
Charles Tackett,"Director, Public Safety Services",Sam Houston State University,,,,590.0,,,191429286,227881,True
Joey Brand Chandler,"Director, Undergraduate Admissions",Sam Houston State University,,,,590.0,,,191429286,227881,True
Mark Adams,"Associate Director, Systems and Networks",Sam Houston State University,,,,590.0,,,191429286,227881,True
Suzette Kohers,"Assistant Director, Administrative Programming",Sam Houston State University,,,,590.0,,,191429286,227881,True
Nancy Sears,"Assistant Director, Client Services",Sam Houston State University,,,,590.0,,,191429286,227881,True
Brian R. Chapman,Dean,Sam Houston State University,College of Arts and Sciences,,,590.0,,,191429286,227881,True
R. Dean Lewis,Dean,Sam Houston State University,College of Business Administration,,,590.0,,,191429286,227881,True
Richard Ward,Dean,Sam Houston State University,College of Criminal Justice,,,590.0,,,191429286,227881,True
Genevieve Brown,Dean,Sam Houston State University,College of Education,,,590.0,,,191429286,227881,True
Terry Thibodeaux,Dean (Acting),Sam Houston State University,College of Humanities and Social Sciences,,,590.0,,,191429286,227881,True
R. Vic Morgan,President,Sul Ross State University,,,,590.0,,,162709352,228501,False
David L. Cockrum,"Vice President, Academic Affairs",Sul Ross State University,,,,590.0,,,162709352,228501,False
Mickey Havens,"Vice President, Administrative Services",Sul Ross State University,,,,590.0,,,162709352,228501,False
Cesario Valenzuela,"Vice President, Business Affairs",Sul Ross State University,,,,590.0,,,162709352,228501,False
Nadine Jenkins,"Vice President, Enrollment Management and Student Services",Sul Ross State University,,,,590.0,,,162709352,228501,False
Leo Dominguez,"Associate Vice President, Advancement and University Relations",Sul Ross State University,,,,590.0,,,162709352,228501,False
Gregory Schwab,"Associate Vice President, Enrollment Management",Sul Ross State University,,Carroll (MT) 1979; Trinity U 1981 MFA,,590.0,,,162709352,228501,False
Don Dowdey,"Dean, Library and Information Technologies",Sul Ross State University,,,,590.0,,,162709352,228501,False
Ken Waldrop,Dean. Student Life,Sul Ross State University,,,,590.0,,,162709352,228501,False
Tom Graf,"Director, Information Technology",Sul Ross State University,,,,590.0,,,162709352,228501,False
Eleanor A. Wilson,"Director, Library Collection Development",Sul Ross State University,,,,590.0,,,162709352,228501,False
Joyce Sesters,"Coordinator, Career Services and Testing",Sul Ross State University,,,,590.0,,,162709352,228501,False
Laura Lannom,Controller,Sul Ross State University,,,,590.0,,,162709352,228501,False
Oscar Jimenez,Assistant Controller,Sul Ross State University,,,,590.0,,,162709352,228501,False
Robert Kinucan,Dean,Sul Ross State University,School of Agricultural and Natural Resource Sciences,,,590.0,,,162709352,228501,False
David L. Cockrum,Dean (Interim),Sul Ross State University,School of the Arts and Sciences,,,591.0,,,162709352,228501,False
Chet Sample,Dean,Sul Ross State University,School of Professional Studies,,,591.0,,,162709352,228501,False
Joel Vela,Vice President,Sul Ross State University,Rio Grande College,,,591.0,,,162709352,228501,False
Frank W. Abbott,Dean,Sul Ross State University,Rio Grande College,,,591.0,,,162709352,228501,False
Denise M. Trauth,President,Texas State University San Marcos,,Mount St Joseph 1971 BA; Ohio State 1972 MA; Iowa 1975 PhD,"Dean, Graduate School and Associate Vice Chancellor, Graduate Programs, University of North Carolina at Charlotte (1993-1997); Provost and Vice Chancellor, Academic Affairs, University of North Carolina at Charlotte",591.0,,,13511017,228459,True
Robert D. Gratz,Special Assistant to the President,Texas State University San Marcos,,,,591.0,,,13511017,228459,True
Perry D. Moore,"Provost and Vice President, Academic Affairs",Texas State University San Marcos,,Midwestern State; Texas PhD,,591.0,,,13511017,228459,True
William A. Nance,"Vice President, Finance and Support Services",Texas State University San Marcos,,,,591.0,,,13511017,228459,True
C. Van Wyatt,"Vice President, Information Technology",Texas State University San Marcos,,,,591.0,,,13511017,228459,True
James D. Studer,"Vice President, Student Affairs",Texas State University San Marcos,,,,591.0,,,13511017,228459,True
Gerald W. Hill,Vice President. University Advancement,Texas State University San Marcos,,,,591.0,,,13511017,228459,True
Joan L. Heath,Assistant Vice President. University Library,Texas State University San Marcos,,,,591.0,,,13511017,228459,True
Curt Schafer,"Director, Career Services",Texas State University San Marcos,,,,591.0,,,13511017,228459,True
Fazia Rizvi,University Webmaster,Texas State University San Marcos,,,,591.0,,,13511017,228459,True
T. Jaime Chahin,Dean,Texas State University San Marcos,College of Applied Arts,,,591.0,,,13511017,228459,True
Denise Smart,Dean,Texas State University San Marcos,College of Business Administration,,,591.0,,,13511017,228459,True
"John J. Beck, Jr",Dean,Texas State University San Marcos,College of Education,,,591.0,,,13511017,228459,True
T. Richard Cheatham,Dean,Texas State University San Marcos,College of Fine Arts and Communication,,,591.0,,,13511017,228459,True
Ronald C. Brown,Dean,Texas State University San Marcos,University College,,,591.0,,,13511017,228459,True
Ruth Welborn,Dean,Texas State University San Marcos,College of Health Professions,,,591.0,,,13511017,228459,True
Ann Marie Ellis,Dean,Texas State University San Marcos,College of Liberal Arts,,,591.0,,,13511017,228459,True
Greg Passty,Interim Dean,Texas State University San Marcos,College of Science,,,591.0,,,13511017,228459,True
J. Michael Willoughby,Dean,Texas State University San Marcos,The Graduate College,,,591.0,,,13511017,228459,True
Kent M. Adams,Vice Chairman and Regent,Texas State University System,,,,591.0,,,2801273398,,False
Patricia Diaz Dennis,Regent,Texas State University System,,,,591.0,,,2801273398,,False
Alan W. Dreeben,Chairman and Regent,Texas State University System,,,"Executive Vice President, Block Distributing Co827 Coliseum Rd., San Antonio, TX 78219",591.0,,,2801273398,,False
John E. Dudley,Regent,Texas State University System,,,,591.0,,,2801273398,,False
Dionicio Flores,Regent,Texas State University System,,,,591.0,,,2801273398,,False
Bernie C. Francis,Regent,Texas State University System,,,,591.0,,,2801273398,,False
James A. Hayley,Regent,Texas State University System,,,,591.0,,,2801273398,,False
Nancy R. Neal,Regent,Texas State University System,,,,591.0,,,2801273398,,False
Pollyanna A. Stephens,Regent,Texas State University System,,,,591.0,,,2801273398,,False
David R. Smith,Chancellor,Texas Tech University System,,Cornell 1976 BA; Cincinnati 1980 MD,"Medical Director, Brownsville Community Health Center; Deputy Director, Division of Special Populations and Program Development, United States Department of Health and Human Services; Vice President, Parkland Memorial Hospital (1989-1992); Commissioner, Department of Health, State of Texas (1992-1996)",591.0,,,4210088475,,False
Richard Butler,Senior Vice Chancellor,Texas Tech University System,,,,591.0,,,4210088475,,False
Jim C. Brunjes,Senior Vice Chancellor and Chief Financial Officer,Texas Tech University System,,,,591.0,,,4210088475,,False
Ben W. Lock,Senior Vice Chancellor,Texas Tech University System,,,,591.0,,,4210088475,,False
D. Pat Campbell,Vice Chancellor and General Counsel,Texas Tech University System,,,,591.0,,,4210088475,,False
Cathy H. Allen,"Vice Chancellor, Community and Multicultural Affairs",Texas Tech University System,,,,592.0,,,4210088475,,False
Mike A. Ellicott,"Vice Chancellor, Facilities Planning and Construction",Texas Tech University System,,,,592.0,,,4210088475,,False
J. Michael Sanders,"Vice Chancellor, Governmental Relations",Texas Tech University System,,,,592.0,,,4210088475,,False
Mark D. Lindemood,"Vice Chancellor, Institutional Advancement",Texas Tech University System,,,,592.0,,,4210088475,,False
John Opperman,"Vice Chancellor, Policy and Planning",Texas Tech University System,,,,592.0,,,4210088475,,False
D. Lynn Denton,Associate Vice Chancellor,Texas Tech University System,,,,592.0,,,4210088475,,False
Russ Gibbs,"Associate Vice Chancellor, Development Programs",Texas Tech University System,,Baylor; Southwest Baptist,,592.0,,,4210088475,,False
Kim Turner,"Managing Director, Audit Services",Texas Tech University System,,,,592.0,,,4210088475,,False
Jon S. Whitmore,President,Texas Tech University,,"Washington State 1967 BA, 1968 MA; UC Santa Barbara 1974 PhD","Assistant to the President, West Virginia University (1983-1984); Interim Dean, College of Creative Arts, West Virginia University (1984-1985); Dean, College of Arts and Sciences, State University of New York at Buffalo; Dean, College of Fine Arts, University of Texas at Austin (1990-1996); Provost, The University of Iowa (1996-2003)",592.0,,,12315562,229115,True
William M. Marcy,Provost,Texas Tech University,,,,592.0,,,12315562,229115,True
Thomas K. Anderes,"Senior Vice President, Administration and Finance",Texas Tech University,,"Arizona BA, MPA; Connecticut PhD",,592.0,,,12315562,229115,True
Max Hinojosa,"Vice President, Operations",Texas Tech University,,,,592.0,,,12315562,229115,True
Robert M. Sweazy,"Vice President, Research, Technology Transfer and Economic Development",Texas Tech University,,Wichita State; Oklahoma,,592.0,,,12315562,229115,True
Michael F. Shonrock,"Vice President, Student Affairs",Texas Tech University,,,,592.0,,,12315562,229115,True
Stephanie J. Hays,"Associate Vice President, Enrollment Management",Texas Tech University,,Texas A&M PhD,,592.0,,,12315562,229115,True
Sam Segran,"Associate Vice President, Information Technology",Texas Tech University,,Texas Tech MBA,,592.0,,,12315562,229115,True
James E. Brink,Vice Provost,Texas Tech University,,,,592.0,,,12315562,229115,True
Gary M. Bell,"Dean, Honors College",Texas Tech University,,,,592.0,,,12315562,229115,True
David K. Kraus,"Director, Career Planning and Placement Center",Texas Tech University,,,,592.0,,,12315562,229115,True
Marvin Cepica,Dean,Texas Tech University,College of Agricultural Sciences and Natural Resources,Texas Tech; Oklahoma State,,592.0,,,12315562,229115,True
D. Andrew Vernooy,Dean,Texas Tech University,College of Architecture,,,592.0,,,12315562,229115,True
Jane L. Winer,Dean,Texas Tech University,College of Arts and Sciences,,,592.0,,,12315562,229115,True
Allen T. Minnes,Dean,Texas Tech University,College of Business Administration,,,592.0,,,12315562,229115,True
Sheryl L. Santos,Dean,Texas Tech University,College of Education,Kansas State,,592.0,,,12315562,229115,True
Pamela Ann Eibeck,Dean,Texas Tech University,College of Engineering,"Stanford 1979 BS, 1982 MS, 1986",,592.0,,,12315562,229115,True
Linda C. Hoover,Dean,Texas Tech University,College of Human Sciences,,,592.0,,,12315562,229115,True
Walter Burl Huffman,Dean,Texas Tech University,School of Law,,,592.0,,,12315562,229115,True
Donald Dyal,Dean,Texas Tech University,Libraries,,,592.0,,,12315562,229115,True
Delores Ludwig,Director,Texas Tech University,Cooperative Education,,,592.0,,,12315562,229115,True
Jerry Hudson,Dean,Texas Tech University,College of Mass Communications,,,592.0,,,12315562,229115,True
Garry Owens,Dean,Texas Tech University,College of Visual and Performing Arts,,,592.0,,,12315562,229115,True
John Borrelli,Dean,Texas Tech University,Graduate School,Colorado State; Penn State PhD,,592.0,,,12315562,229115,True
Ashton Thornhill,Director,Texas Tech University,Academic Affairs,,,592.0,,,12315562,229115,True
M. Roy Wilson,President,Texas Tech University Health Sciences Center,,,"Dean, College of Medicine, University of California, Los Angeles; Dean and Vice President, Health Sciences, School of Medicine, Creighton University; Executive Vice President, Academic Affairs and Dean, Graduate School of Biomedical Sciences",592.0,,,926076166,229337,True
Roderick Nairn,Executive Vice President,Texas Tech University Health Sciences Center,,,,592.0,,,926076166,229337,True
Elmo M. Cavin,Executive Vice President,Texas Tech University Health Sciences Center,,,,592.0,,,926076166,229337,True
Richard Van Ness Homan,Vice President,Texas Tech University Health Sciences Center,,,,592.0,,,926076166,229337,True
German R. Nunez,Vice President,Texas Tech University Health Sciences Center,,"West Virginia BS, MS; Texas A&M PhD",,592.0,,,926076166,229337,True
James P. Laible,Vice President,Texas Tech University Health Sciences Center,,,,592.0,,,926076166,229337,True
Glen Provost,Vice President,Texas Tech University Health Sciences Center,,,,592.0,,,926076166,229337,True
Angila M. Faison,"Vice President, Marketing and Communications",Texas Tech University Health Sciences Center,,Loyola (Chicago) BBA,,593.0,,,926076166,229337,True
Vacant,"Vice President, Operations and Student Support Services",Texas Tech University Health Sciences Center,,,,593.0,,,926076166,229337,True
Patti Patterson,"Vice President, Rural and Community Health",Texas Tech University Health Sciences Center,,,,593.0,,,926076166,229337,True
Lynn Bickley,"Associate Dean, Curriculum and Medical Education",Texas Tech University Health Sciences Center,School of Medicine,Smith BA; Rochester MD,,593.0,,,926076166,229337,True
Richard C. Wood,"Director, Libraries",Texas Tech University Health Sciences Center,,,,593.0,,,926076166,229337,True
"Paul P. Brooke, Jr",Dean,Texas Tech University Health Sciences Center,School of Allied Health,,,593.0,,,926076166,229337,True
Richard Van Ness Homan,"Dean, Graduate School of Biomedical Sciences",Texas Tech University Health Sciences Center,School of Medicine,,,593.0,,,926076166,229337,True
Alexia Green,Dean,Texas Tech University Health Sciences Center,School of Nursing,,,593.0,,,926076166,229337,True
"Arthur A. Nelson, Jr.",Dean,Texas Tech University Health Sciences Center,School of Pharmacy,,,593.0,,,926076166,229337,True
Roderick Nairn,"Dean and Executive Vice President, Academic Affairs",Texas Tech University Health Sciences Center,Graduate School of Biomedical Sciences,,,593.0,,,926076166,229337,True
Steven L. Berk,Regional Dean,Texas Tech University Health Sciences Center,Amarillo,,,593.0,,,926076166,229337,True
Jose Manuel de la Rosa,Regional Dean,Texas Tech University Health Sciences Center,El Paso,,,593.0,,,926076166,229337,True
Donald Loveman,Regional Dean,Texas Tech University Health Sciences Center,Odessa,,,593.0,,,926076166,229337,True
Carin M. Barth,Regent,Texas Tech University System,,Alabama BS; Vanderbilt MBA,,593.0,,,4210088475,,False
C. Robert Black,Chairman,Texas Tech University System,,Texas Tech 1961 BSEE,,593.0,,,4210088475,,False
E. Richard Brooks,Regent,Texas Tech University System,,,,593.0,,,4210088475,,False
F. Scott Dueser,Regent,Texas Tech University System,,Texas Tech; Southern Methodist,"President and Chief Executive Officer, First Financial Bankshares, Inc",593.0,,,4210088475,,False
"L. F. ""Rick"" Francis",Regent,Texas Tech University System,,Texas Tech 1978 BBA,"Chairman and Chief Executive Officer, Francis Properties",593.0,,,4210088475,,False
J. Frank Miller III,Regent,Texas Tech University System,,Texas Tech 1974 BBA,"Chairman and Chief Executive Officer, JPI Companies",593.0,,,4210088475,,False
Brian C. Newby,Vice Chairman,Texas Tech University System,,,Vacant,593.0,,,4210088475,,False
Windy Sitton,Regent,Texas Tech University System,,,"Owner, Sitton's Selections",593.0,,,4210088475,,False
Bob L. Stafford,Regent,Texas Tech University System,,,"Partner, Stafford Cattle Company",593.0,,,4210088475,,False
