Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Gloria T. Wilkinson,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Lee H. Burke,"Assistant To The President, Government Relations",Utah State University,,,"Partner, PricewaterhouseCoopers Prins Bernhardplein 200, 1097 JB Amsterdam, Netherlands",826.0,,,121980950.0,230728.0,True,Board President
Lee H. Burke,Trustee,Utah State University,,,"Partner, PricewaterhouseCoopers Prins Bernhardplein 200, 1097 JB Amsterdam, Netherlands",826.0,,,121980950.0,230728.0,True,Regent
Lester C. Essig,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Linda Jacobson Eyre,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
L. J. Godfrey,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Lynnette T. Hansen,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Gayle McKeachnie,Chairman,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Board President
R. Brent Nyman,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Dinesh C. Patel,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Richard Shipley,Trustee,Utah State University,,,"President and Chief Executive Officer, Shipley Associates",826.0,,,121980950.0,230728.0,True,Regent
Randy Watts,Secretary,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Other Board Member
Randy Watts,Trustee,Utah State University,,,,826.0,,,121980950.0,230728.0,True,Regent
Nancy M. Burton,Overseer,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Nancy M. Burton,Chairman,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Board President
William K. Deshler,Trustee,Whitman College,,,"Chairman and Chief Executive Officer, Electrical Construction Company",858.0,,,138943879.0,237057.0,False,Trustee
Lawrence L. Drake,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Nancy Bell Evans,Executive Committee Member,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Other Board Member
Nancy Bell Evans,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Karen E. Glover,Chairman,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Board President
Karen E. Glover,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Peter Harvey,Chief Financial Officer,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Peter Harvey,Treasurer,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Other Board Member
Peter Harvey,Secretary To The Board Of Trustees,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
James K. Hayner,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Valerie Hood,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Richard E. Hunter,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Kristine Johnson,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Thomas McCracken,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Michael C. Murr,Trustee,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Dean Nichols,Overseer,Whitman College,,,,858.0,,,138943879.0,237057.0,False,Trustee
Peter Abrons,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Jayne G. Beker,Chair Emeritus,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Board President
Martin B. Bernstein,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Samson Bitensky,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Irma R. Hilton,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Ellen J. Klausner,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Ira Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Phyllis Gelman Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Beth Myers,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Penny Randall,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Therese Rosenblatt,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Kathie Kramer Rudy,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Katherine Sachs,Chair,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Board President
Samuel Skura,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Lisa Hershberg Striar,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Morry J. Weiss,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Benay Lindenauer,Career Development Coordinator,Yeshiva University,Wurzweiler School of Social Work,,,878.0,,,19772626.0,197708.0,True,Overseer
Janet Adler,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
David A. Alpert,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Edward Anfang,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Herbert Barbanel,Secretary,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Other Board Member
Joseph Bartlett,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Froma Benerofe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Madaleine Berley,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Joel Daner,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Philip P. Goodkin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Arthur Joseph,Treasurer,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Other Board Member
Saul Kagan,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Joan Sadinoff Katz,Vice Chair,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Board Vice President
Lawrence A. Kobrin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Meri Kraidman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Ira Kukin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Robin Hirtz Meltzer,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Joan O'Donnell,Assistant Secretary,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Other Board Member
Eileen Rhulen,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Peter Rhulen,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Irving M. Rosenbaum,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
David I. Schachne,Chairman Emeritus,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Board President
Elaine J. Schott,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Robert Schwalbe,Chairman,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Board President
Lilly Tempelsman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Morry J. Weiss,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Roselyn Weitzner,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
