Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Carolyn S. Kelly,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Charles Mitchell,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Daniel Murphy,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Robert D. O'Brien,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Dennis Parnell,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Judith M. Runstad,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
James Sinegal,Chairman,Seattle University,,,,459.0,,58610484.0,236595.0,False,Board President
Cynthia Sonstelie,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
"Fr. Stephen V. Sundborg, SJ",President,Seattle University,,,,459.0,,58610484.0,236595.0,False,Board President
"Fr. Stephen V. Sundborg, SJ",Ex Officio Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,"Regent, Ex Officio"
"Fr. John Topel, SJ",Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
"Fr. Daniel C. Weber, SJ",Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Most Rev. Paul G. Bootkoski,Trustee,Seton Hall University,,,"Vicar General and Moderator of the Curia, Archdiocese of Newark",460.0,,12524447.0,186584.0,True,Regent
Kurt T. Borovsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",460.0,,12524447.0,186584.0,True,Regent
"Msgr. John W. Flesey, STD",Rector,Seton Hall University,Immaculate Conception Seminary School Of Theology,,,460.0,,12524447.0,186584.0,True,Other Board Member
"Msgr. John W. Flesey, STD",Dean,Seton Hall University,Immaculate Conception Seminary School Of Theology,,,460.0,,12524447.0,186584.0,True,Regent
Msgr. John J. Gilchrist,Trustee,Seton Hall University,,,"Pastor, Holy Cross Church",460.0,,12524447.0,186584.0,True,Regent
Joseph P. LaSala,Trustee,Seton Hall University,,,"Partner, McElroy, Deutsch & Mulvaney",460.0,,12524447.0,186584.0,True,Regent
Msgr. Richard Liddy,Trustee,Seton Hall University,Center for Catholic Studies,,,460.0,,12524447.0,186584.0,True,Regent
Msgr. Richard Liddy,Director,Seton Hall University,Center for Catholic Studies,,,460.0,,12524447.0,186584.0,True,Regent
Kent Manahan,Trustee,Seton Hall University,,,"Senior Anchor, New Jersey Network",460.0,,12524447.0,186584.0,True,Regent
Most Rev. Theodore E. McCarrick,Chairman,Seton Hall University,,,Archbishop of Newark,460.0,,12524447.0,186584.0,True,Board President
"Very Rev. Thomas R. Peterson, OP",Chancellor,Seton Hall University,,,,460.0,,12524447.0,186584.0,True,Board President
"Very Rev. Thomas R. Peterson, OP",Trustee,Seton Hall University,,,,460.0,,12524447.0,186584.0,True,Regent
George Ring,Trustee,Seton Hall University,,,"President and Chief Executive Officer, Wireless Cable International, Inc",460.0,,12524447.0,186584.0,True,Regent
Thomas Sharkey,Trustee,Seton Hall University,,,"Chairman and Chief Executive Officer, Meeker Sharkey Financial Group, Inc",460.0,,12524447.0,186584.0,True,Regent
"Msgr. Robert T. Sheeran, STD",President,Seton Hall University,,,,460.0,,12524447.0,186584.0,True,Board President
"Msgr. Robert T. Sheeran, STD",Trustee,Seton Hall University,,,,460.0,,12524447.0,186584.0,True,Regent
"Frank E. Walsh, Jr.",Trustee,Seton Hall University,,,"Chairman, Sandy Hill Foundation",460.0,,12524447.0,186584.0,True,Regent
A. Zachary Yamba,Trustee,Seton Hall University,,,"President, Essex County College",460.0,,12524447.0,186584.0,True,Regent
The Hon. Steve Adams,Member,Tennessee State University,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",506.0,,75256744.0,221838.0,True,Regent
The Hon. Riley C. Darnell,Member,Tennessee State University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",506.0,,75256744.0,221838.0,True,Regent
Tony Scott England,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
William Ransom Jones,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
Dale Kelley,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
Debby Patterson Koch,Secretary,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Other Board Member
Joe Lancaster,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
Wanda McMahan,Vice Chairperson,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Board Vice President
John G. Morgan,Member,Tennessee State University,,Austin Pay State 1974 BS,"Comptroller, State of Tennessee",506.0,,75256744.0,221838.0,True,Regent
June Scobee Rodgers,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
J. V. Sailors,Ex Officio Member,Tennessee State University,,,"Executive Director, State Board of Education",506.0,,75256744.0,221838.0,True,"Regent, Ex Officio"
Lisa P. Verble,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
"A. C. Wharton, Jr",Chairman,Tennessee State University,,,"Chief Public Defender, County of Shelby, Tennessee",506.0,,75256744.0,221838.0,True,Board President
Brad Windley,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Regent
Vacant,Student Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,True,Other Board Member
The Hon. Steve Adams,Treasurer,Tennessee Technological University,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",508.0,,63920570.0,221847.0,True,Other Board Member
The Hon. Riley C. Darnell,Member,Tennessee Technological University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",508.0,,63920570.0,221847.0,True,Regent
Tony Scott England,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
William Ransom Jones,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
Dale Kelley,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
Debby Patterson Koch,Secretary,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Other Board Member
Joe Lancaster,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
Wanda McMahan,Vice Chairperson,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Board Vice President
John Morgan,Member,Tennessee Technological University,,Austin Pea State 1974 BS,"Comptroller, State of Tennessee",508.0,,63920570.0,221847.0,True,Regent
June Scobee Rodgers,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
J. V. Sailors,Ex Officio Member,Tennessee Technological University,,,"Executive Director, State Board of Education",508.0,,63920570.0,221847.0,True,"Regent, Ex Officio"
Lisa Verble,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
"A. C. Wharton, Jr.",Chairman,Tennessee Technological University,,,"Chief Public Defender, County of Shelby, Tennessee",508.0,,63920570.0,221847.0,True,Board President
Brad Windley,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Regent
Vacant,Student Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,True,Other Board Member
Mark N. Apte,Trustee,University Of Akron,,,Member of the Board,533.0,,110152177.0,200800.0,True,Regent
Alex R. Arshinkoff,Chairman,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Board President
Donald E. Demkee,Trustee,University Of Akron,,,Member of the Board,533.0,,110152177.0,200800.0,True,Regent
John A. Fink,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Regent
Howard L. Flood,Co-Chairman,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Board President
Michael L. Gonidakis,Student Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Other Board Member
Patricia L. Graves,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Regent
Clifford J. Isroff,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Regent
Raymond D. Meyo,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,True,Regent
"Tahlman Krumm, Jr",Chairman,University Of Cincinnati,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquest LLC",554.0,,63135867.0,201885.0,True,Board President
Gerald H. Gordon,Secretary,University Of Cincinnati,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation",554.0,,63135867.0,201885.0,True,Other Board Member
Robert A. Gardner,Ex Officio Regent,University Of Cincinnati,,Bowling Green State BA,"Member, Ohio Senate",554.0,,63135867.0,201885.0,True,"Trustee, Ex Officio"
Jeanette Grasselli Brown,Vice Chairperson,University Of Cincinnati,,Ohio BS; Case Western MS,,554.0,,63135867.0,201885.0,True,Board Vice President
Elizabeth K. Lanier,Regent,University Of Cincinnati,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",554.0,,63135867.0,201885.0,True,Trustee
Gerald M. Miller,Regent,University Of Cincinnati,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",554.0,,63135867.0,201885.0,True,Trustee
Thomas W. Noe,Regent,University Of Cincinnati,,,"President, Vintage Coins and Cards; Chairman, Lucas County Republican Party, 1992-95",554.0,,63135867.0,201885.0,True,Trustee
Stephen A. Perry,Regent,University Of Cincinnati,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company; Chairman, Timken Mercy Medical Center; Chairman, Stark County District Library Board",554.0,,63135867.0,201885.0,True,Trustee
J. Gilbert Reese,Regent,University Of Cincinnati,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake and Mever",555.0,,63135867.0,201885.0,True,Trustee
Ralph E. Schey,Regent,University Of Cincinnati,,Ohio BS; Harvard MBA,Chairman and Chief Executive Officer The Scott Fetzer Company,555.0,,63135867.0,201885.0,True,Trustee
"Herschel L. Abbott, Jr",Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Scott Brame,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Harold Callais,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Richard E. D'Aquin,Vice Chairman,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Board Vice President
Michael K. Dees,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Reggie Dupre,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Ryan GattiStudent,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
John D. Georges,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Frances T. Henry,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Melvin Rambin,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
William T. Roberts,Secretary,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Other Board Member
"Virgil Robinson, Jr",Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Mary Ella Sanders,Chairperson,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Board President
Norbert A. Simmons,Regent,University Of Louisiana System,,,,581.0,,2799628689.0,,False,Member
Pat A. Strong,Regent,University Of Louisiana System,,,,582.0,,2799628689.0,,False,Member
Roland M. Toups,Regent,University Of Louisiana System,,,,582.0,,2799628689.0,,False,Member
The Hon. Steve Adams,Member,University Of Memphis,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",590.0,,94658018.0,220862.0,True,Regent
The Hon. Riley C. Darnell,Member,University Of Memphis,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",590.0,,94658018.0,220862.0,True,Regent
Tony Scott England,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
William Ransom Jones,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
Dale Kelley,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
Debby Patterson Koch,Secretary,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Other Board Member
Joe Lancaster,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
Wanda McMahan,Vice Chairperson,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Board Vice President
John Morgan,Member,University Of Memphis,,Austin Peay State 1974 BS,"Comptroller, State of Tennessee",590.0,,94658018.0,220862.0,True,Regent
June Scobee Rodgers,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
J. V. Sailors,Ex Officio Member,University Of Memphis,,,"Executive Director, State Board of Education",590.0,,94658018.0,220862.0,True,"Regent, Ex Officio"
Lisa Verble,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,True,Regent
"A C Wharton, Jr",Chairman,University Of Memphis,,,"Chief Public Defender, County of Shelby, Tennessee",590.0,,94658018.0,220862.0,True,Board President
Brad Windley,Member,University Of Memphis,,,Student Member,590.0,,94658018.0,220862.0,True,Regent
The Hon. Steve Adams,Member,University Of Tennessee System,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",648.0,,2799495847.0,,False,Trustee
The Hon. Riley C. Darnell,Member,University Of Tennessee System,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",648.0,,2799495847.0,,False,Trustee
Tony Scott England,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
William Ransom Jones,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
Dale Kelley,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
Debby Patterson Koch,Secretary,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Other Board Member
Joe Lancaster,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
Wanda McMahan,Vice Chairperson,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Board Vice President
John Morgan,Member,University Of Tennessee System,,Austin Pay State 1974 BS,"Comptroller, State of Tennessee",648.0,,2799495847.0,,False,Trustee
June Scobee Rodgers,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
J. V. Sailors,Ex Officio Member,University Of Tennessee System,,,"Executive Director, State Board of Education",648.0,,2799495847.0,,False,"Trustee, Ex Officio"
Lisa Verble,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
"A. C. Wharton, Jr",Chairman,University Of Tennessee System,,,"Chief Public Defender, County of Shelby, Tennessee",648.0,,2799495847.0,,False,Board President
Brad Windley,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Trustee
Vacant,Student Member,University Of Tennessee System,,,,648.0,,2799495847.0,,False,Other Board Member
"Tahlman Krumm, Jr",Chairman,University Of Toledo,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquesta LLC",659.0,,90871651.0,206084.0,True,Board President
Gerald H. Gordon,Secretary,University Of Toledo,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation",659.0,,90871651.0,206084.0,True,Other Board Member
Robert A. Gardner,Ex Officio Regent,University Of Toledo,,Bowling Green State BA,"Member, Ohio Senate",659.0,,90871651.0,206084.0,True,"Trustee, Ex Officio"
Jeanette Grasselli Brown,Vice Chairperson,University Of Toledo,,Ohio BS; Case Western MS,Chairperson of the Board of Trustees,659.0,,90871651.0,206084.0,True,Board Vice President
Elizabeth K. Lanier,Regent,University Of Toledo,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",659.0,,90871651.0,206084.0,True,Trustee
Gerald M. Miller,Regent,University Of Toledo,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",659.0,,90871651.0,206084.0,True,Trustee
Thomas W. Noe,Regent,University Of Toledo,,,"President, Vintage Coins and Cards",659.0,,90871651.0,206084.0,True,Trustee
Stephen A. Perry,Regent,University Of Toledo,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company",659.0,,90871651.0,206084.0,True,Trustee
J. Gilbert Reese,Regent,University Of Toledo,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake and Meyer",659.0,,90871651.0,206084.0,True,Trustee
Ralph E. Schey,Regent,University Of Toledo,,Ohio BS; Harvard MBA,"Chairman and Chief Executive Officer, The Scott Fetzer Company",659.0,,90871651.0,206084.0,True,Trustee
Sally R. Burbidge,Trustee,University Of Utah,,,Experior,661.0,,223532165.0,230764.0,True,Regent
David L. Buhler,Trustee,University Of Utah,,,,661.0,,223532165.0,230764.0,True,Regent
Gary L. Crocker,Vice Chairman,University Of Utah,,,Crocker Ventures. LLC,661.0,,223532165.0,230764.0,True,Board Vice President
Randy L. Dryer,Trustee,University Of Utah,,,Parsons. Behle & Latimer,661.0,,223532165.0,230764.0,True,Regent
E. J. Garn,Trustee,University Of Utah,,,Huntsman Corporation,661.0,,223532165.0,230764.0,True,Regent
Claudia S. Luttrell,Trustee,University Of Utah,,,,661.0,,223532165.0,230764.0,True,Regent
James L. Macfarlane,Trustee,University Of Utah,,,IC Group,662.0,,223532165.0,230764.0,True,Regent
Ben McAdams,Trustee,University Of Utah,,,American Investment Bank,662.0,,223532165.0,230764.0,True,Regent
Shelley Thomas,Trustee,University Of Utah,,,Salt Lake Organizing Committee,662.0,,223532165.0,230764.0,True,Regent
Nathanael J. Anderson,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Barre G. Burgon,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Lee H. Burke,Secretary,Utah State University,,,,687.0,,121980950.0,230728.0,True,Other Board Member
Willis G. Candland,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Claudette Eastman,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
L. J. Godfrey,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Carl A. Lundahl,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Gayle McKeachnie,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
R. Brent Nyman,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Lowell S. Peterson,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Sara V. Sinclair,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,True,Regent
Jayne G. Beker,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Martin B. Bernstein,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Samson Bitensky,Chairman,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Board President
Lillian Chutick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Jerry Clair,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
David S. Gottesman,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Frank S. Greenberg,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Irma R. Hilton,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Barbara Levine Kamen,Vice Chairperson,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Board Vice President
Phyllis Gelman Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Leonard Marcus,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Beth Myers,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Aaron Parnes,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
David Pernick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Kathie Kramer Rudy,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Samuel Skura,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Ruth H. Skydell,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Benay Lindenauer,Career Development Coordinator,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
David A. Alpert,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Edward Anfang,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Herbert Barbanel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joseph Bartlett,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Froma Benerofe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joel Daner,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Dan Davis,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
David Goldman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Philip P. Goodkin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
David S. Gottesman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Arthur Joseph,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Saul Kagan,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joan Sadinoff Katz,Vice ChairPerson,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Board Vice President
Lawrence A. Kobrin,Vice Chairman,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Board Vice President
Meri Kraidman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ira Kukin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Norman Lamm,President,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Board President
Norman Lamm,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Fredda S. Leff,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Israel MillerJoan O'Donnel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Eileen Rhulen,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Peter RhulenIrving M. Rosenbaun,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
David I. Schachne,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Chal mar,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Robert Schwalbe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Richard Segall,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ronald Shear.,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Stephen D. Solender,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Lilly Tempelsman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Roselyn Weitzner,Secretary,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Other Board Member
Ira Yavarkovsky,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
