Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Toney J. Lister,Trustee,University Of South Carolina,,South Carolina 1968 BS. 1974 JD,,,,,,155781252.0,218663.0,True,,,,Trustee
"William W. Jones, Jr.",Trustee,University Of South Carolina,,Citadel 1968; South Carolina 1971 JD,,,,,,155781252.0,218663.0,True,,,,Trustee
"John C. von Lehe, Jr.",Trustee,University Of South Carolina,,"South Carolina 1965 BS, 1968 JD",,,,,,155781252.0,218663.0,True,,,,Trustee
Garin Flowers,Student Trustee,University of South Florida,,Florida A&M; South Florida,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Debbie Nye Sembler,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Kiran C. Patel,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
"Lee E. Arnold, Jr",Trustee,University of South Florida,,South Florida 1974 BA,"Chairman and Chief Executive Officer, Colliers Arnold, Arnold Companies",,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Michael J. Barber,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Sherril Tomasino,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Rhea F. Law,Chairman,University of South Florida,,South Florida 1977 BA; Stetson 1979 JD,"Chairman of the Board and Chief Executive Officer, Fowler White Boggs Banker",,,,,2613432.0,137351.0,True,,,Florida State University System,Board President
Robert L. Soran,Trustee,University of South Florida,,,"President and Chief Operating Officer, Uniroyal Technology Corp",,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
"Richard A. ""Dick"" Beard III",Trustee,University of South Florida,,Georgia Tech 1967,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Jan E. Smith,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
John B. Ramil,Vice Chairman,University of South Florida,,"South Florida 1978 BS, 2000","President and Chief Operating Officer, TECO Energy, Inc(EIS)",,,,,2613432.0,137351.0,True,,,Florida State University System,Board Vice President
Margarita R. Cancio,Trustee,University of South Florida,,"South Florida 1979, 1982 MD","Clinical Professor, Department of Internal Medicine, College of Medicine, University of South Florida",,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
Sonja W. Garcia,Trustee,University of South Florida,,,,,,,,2613432.0,137351.0,True,,,Florida State University System,Trustee
"Willis B. Wood, Jr.",Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Pacific Enterprises Corporation",,,,,1174212.0,123961.0,True,,,,Trustee
Andrew J. Viterbi,Trustee,University Of Southern California,,,"President, Viterbi Group, LLC",,,,,1174212.0,123961.0,True,,,,Trustee
Lydia H. Kennard,Trustee,University Of Southern California,,Stanford 1976 AB; MIT; Harvard 1978 JD,"Chairman and Chief Executive Officer, KDG Development and Construction Consulting",,,,,1174212.0,123961.0,True,,,,Trustee
John F. King,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Harlyne J. Norris,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Robert H. Smith,Trustee,University Of Southern California,,USC,,,,,,1174212.0,123961.0,True,,,,Trustee
David H. Dornsife,Trustee,University Of Southern California,,,"Chairman, The Herrick Corporation",,,,,1174212.0,123961.0,True,,,,Trustee
John Mork,Trustee,University Of Southern California,,,Chief Executive Officer. Energy Corporation of America,,,,,1174212.0,123961.0,True,,,,Trustee
Ronnie C. Chan,Trustee,University Of Southern California,,,"Chairman, Hang Lung Development Group",,,,,1174212.0,123961.0,True,,,,Trustee
Glenn A. Sonnenberg,Trustee,University Of Southern California,,,"President and Chief Executive Officer, Legg Mason Real Estate Investors, Inc10880 Wilshire Boulevard, Suite 1750, Los Angeles, CA 90024",,,,,1174212.0,123961.0,True,,,,Trustee
Yang Ho Cho,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Korean Air Lines Co., Ltd",,,,,1174212.0,123961.0,True,,,,Trustee
Suzanne M. Nora Johnson,Trustee,University Of Southern California,,USC 1979 BA: Harvard 1982 JD,,,,,,1174212.0,123961.0,True,,,,Trustee
Ray R. Irani,Trustee,University Of Southern California,,American U 1953 BS; USC 1957 PhD,,,,,,1174212.0,123961.0,True,,,,Trustee
Jane Hoffman Popovich,Trustee,University Of Southern California,,,"Vice President, Hoffman Properties",,,,,1174212.0,123961.0,True,,,,Trustee
David L. Lee,Trustee,University Of Southern California,,,"Managing General Partner, Clarity Partners, L.P",,,,,1174212.0,123961.0,True,,,,Trustee
Monica C. Lozano,Trustee,University Of Southern California,,,"Publisher and Chief Executive Officer, La Opinion",,,,,1174212.0,123961.0,True,,,,Trustee
Kathleen L. McCarthy,Trustee,University Of Southern California,,,"Chairperson, Thomas and Dorothy Leavey Foundation",,,,,1174212.0,123961.0,True,,,,Trustee
"Daniel D. ""Ron"" Lane",Trustee,University Of Southern California,,USC BA,"Chairman and Chief Executive Officer, Lane/Kuhn Pacific, Inc",,,,,1174212.0,123961.0,True,,,,Trustee
Rick J. Caruso,Trustee,University Of Southern California,,USC 1980; Pepperdine 1983 JD,"President and Chief Executive Officer, Caruso Affiliated",,,,,1174212.0,123961.0,True,,,,Trustee
John Kusmiersky,Trustee,University Of Southern California,,,"President, The Brickstone Companies",,,,,1174212.0,123961.0,True,,,,Trustee
Blake Quinn,Trustee,University Of Southern California,,,"President, Quinn Company",,,,,1174212.0,123961.0,True,,,,Trustee
Steven Spielberg,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Michele Dedeaux Engemann,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Frank H. Cruz,Trustee,University Of Southern California,,"USC BA, MA","President, Cruz & Associates",,,,,1174212.0,123961.0,True,,,,Trustee
Joan A. Payden,Trustee,University Of Southern California,,Trinity Col (DC) BA; Harvard 1981 AMP,"President and Chief Executive Officer, Payden & Rygel",,,,,1174212.0,123961.0,True,,,,Trustee
Jerry W. Neely,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Ronald D. Sugar,Trustee,University Of Southern California,,"UCLA 1968 BS, 1969 MS, 1971 PhD","Chairman and Chief Executive Officer, Northrop Grumman Corporation1840 Century Park East, Los Angeles, CA 90067-2199",,,,,1174212.0,123961.0,True,,,,Trustee
Stanley P. Gold,Trustee,University Of Southern California,,UCLA; USC al,"President and Chief Executive, Shamrock Capital Advisors, Inc",,,,,1174212.0,123961.0,True,,,,Trustee
Gale K. Bensussen,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
"Charles F. Bolden, Jr.",Trustee,University Of Southern California,,,"Chief Executive Officer, JackandPanther Lic",,,,,1174212.0,123961.0,True,,,,Trustee
Gregory P. Brakovich,Trustee,University Of Southern California,,USC 1977 BS,,,,,,1174212.0,123961.0,True,,,,Trustee
Daniel J. Epstein,Trustee,University Of Southern California,,USC BS,"Founder and Chairman, The ConAm Group of Companies",,,,,1174212.0,123961.0,True,,,,Trustee
Barbara J. Rossier,Trustee,University Of Southern California,,,"President, Rossier Enterprises",,,,,1174212.0,123961.0,True,,,,Trustee
Bruce E. Karatz,Trustee,University Of Southern California,,Boston U 1967 BA; USC 1970 JD,,,,,,1174212.0,123961.0,True,,,,Trustee
B. Wayne Hughes,Trustee,University Of Southern California,,USC 1957 BS,,,,,,1174212.0,123961.0,True,,,,Trustee
Ming Hsieh,Trustee,University Of Southern California,,"USC 1983 BSEE, 1984 MSEE","Chairman, President and Chief Executive Officer, Cogent, Inc",,,,,1174212.0,123961.0,True,,,,Trustee
Ann L. Hill,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Lorna Y. Reed,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
Linda Johnson Rice,Trustee,University Of Southern California,,USC 1980 BA; Northwestern 1988 MBA,"President and Chief Executive Officer, Johnson Publishing Company, Inc820 South Michigan Avenue, Chicago, IL 60605-2103",,,,,1174212.0,123961.0,True,,,,Trustee
Bruce M. Ramer,Trustee,University Of Southern California,,,"Partner, Gang Tyre Ramer & Brown",,,,,1174212.0,123961.0,True,,,,Trustee
William J. Schoen,Trustee,University Of Southern California,,"USC 1960 BSBA, 1963 MBA","Chief Executive Officer, Health Management Associates, Inc. (1986-2001)",,,,,1174212.0,123961.0,True,,,,Trustee
Ratan N. Tata,Trustee,University Of Southern California,,Cornell 1962 BS; Harvard 1975 AMP,"Chairman, Tata Steel LimitedBombay House, 24 Homi Mody Street, Mumbai, 400 001 India",,,,,1174212.0,123961.0,True,,,,Trustee
Willam E. B. Siart,Trustee,University Of Southern California,,,"Chairman, Excellent Education Development LLC",,,,,1174212.0,123961.0,True,,,,Trustee
Jeffrey H. Smulyan,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Emmis Communications Corporation1 Emmis Plaza, 40 Monument Circle, Indianapolis, IN 46204",,,,,1174212.0,123961.0,True,,,,Trustee
Patrick C. Haden,Trustee,University Of Southern California,,USC; Loyola Law JD,"General Partner, Riordan, Lewis & Haden, Equity Investments",,,,,1174212.0,123961.0,True,,,,Trustee
Ronald N. 'Ron' Tutor,Trustee,University Of Southern California,,USC 1963 BS,"Chairman and Chief Executive Officer, Perini CorporationP.O. Box 9160, Framingham, MA 01701-9160",,,,,1174212.0,123961.0,True,,,,Trustee
Mark A. Stevens,Trustee,University Of Southern California,,,"Partner, Sequoia Capital3000 Sand Hill Road, Building Four, Suite 180, Menlo Park, CA 94025",,,,,1174212.0,123961.0,True,,,,Trustee
Alan I. Casden,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Caden Properties, LLC",,,,,1174212.0,123961.0,True,,,,Trustee
Wallis Annenberg,Trustee,University Of Southern California,,,"Vice President, The Annenberg Foundation",,,,,1174212.0,123961.0,True,,,,Trustee
"Edward P. Roski, Jr",Chairman,University Of Southern California,,USC 1962 BS,"Chairman of the Board and Chief Executive Officer, Majestic Realty Co13191 Crossroads Parkway North, Sixth Floor",,,,,1174212.0,123961.0,True,,,,Board President
Steven B. Sample,Trustee,University Of Southern California,,,,,,,,1174212.0,123961.0,True,,,,Trustee
"Joseph M. Boskovich, Sr",Trustee,University Of Southern California,,USC MBA,"Chairman and Chief Executive Officer, Old West Investment Management, Inc",,,,,1174212.0,123961.0,True,,,,Trustee
H. Scott Ross,Vice President,University of Southern Mississippi,,Mississippi State BA; Mississippi JD,"Mayor, City of West Point, Mississippi 204 Commerce Street, West Point, MS 39773",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Board Vice President
Amy Whitten,President,University of Southern Mississippi,,"Mississippi BA, JD","Principal, The Whitten Group P.O. Box 12707, Jackson, MS 39236-2707",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Board President
"C. D. Smith, Jr",Trustee,University of Southern Mississippi,,Mississippi State MBA,,,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Bettye H. Neely,Trustee,University of Southern Mississippi,,Jackson State U MS; Mississippi State PhD; Delta State EdS; Mississippi Valley BS,"Administrative Assistant, Grenada School District",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Robin Robinson,Trustee,University of Southern Mississippi,,Southern Mississippi BS,"Director, Organization Development and Corporate Communication, Sanderson Farms, Inc127 Flynt Road, Laurel, MS 39441-0988",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Christine Lindsay Pickering,Trustee,University of Southern Mississippi,,Southern Mississippi BS,"Owner, Christy Pickering, CPA 180 Delauney Street, #B, Biloxi, MS 39530",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
"L. Stacy Davidson, Jr",Trustee,University of Southern Mississippi,,"Mississippi BS, MD",,,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Aubrey B. Patterson Setters,Trustee,University of Southern Mississippi,,Mississippi 1964 BBA; Michigan State 1969 MBA,"Chairman and Chief Executive Officer, BancorpSouth IncP.O. Box 789, Tupelo, MS 38802-0789",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Bob Owens,Trustee,University of Southern Mississippi,,Jackson State U BA; Florida State JD,,,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Alan W. Perry,Trustee,University of Southern Mississippi,,Mississippi 1969 BAA; Harvard 1972 JD,"Partner, Forman, Perry, Watkins, Krutz & Tardy City Centre, 200 South Lamar Street, Suite 100, Jackson, MS 39201",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Ed Blakeslee,Trustee,University of Southern Mississippi,,Mississippi State BS,"Vice President, Mississippi Power Company",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Douglas W. Rouse,Trustee,University of Southern Mississippi,,Southern Mississippi 1971 BS; Mississippi 1975 MD,"Partner, Southern Bone and Joint Specialists, P.A3688 Veterans Memorial Drive, Suite 200, Hattiesburg, MS 39401",,,,,44854399.0,176372.0,True,,,Mississippi Institutions of Higher Learning,Trustee
Mary Marso,Trustee,University Of St Thomas Minnesota,,,"Chief Executive Officer, Jeane Thorne Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Rev. Kevin McDonough,Trustee,University Of St Thomas Minnesota,,,"Pastor, St. Peter Claver Church",,,,,161515732.0,174914.0,True,,,,Trustee
"Harry G. McNeely, Jr.",Trustee,University Of St Thomas Minnesota,,,"Chairman Emeritus, Meritex Enterprises; Chairman Emeritus, MeNeely Foundation",,,,,161515732.0,174914.0,True,,,,Trustee
Alvin McQuinn,Trustee,University Of St Thomas Minnesota,,Missouri BA,"Chairman and Chief Executive Officer, QuiniStar Investment Partners",,,,,161515732.0,174914.0,True,,,,Trustee
Frank Wilderson,Trustee,University Of St Thomas Minnesota,,,"President, Wilderson and Associates Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Gerald A. Rauenhorst,Trustee,University Of St Thomas Minnesota,,St Thomas U 1948 BA,"Founding Chairman, Opus Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
Guy Schoenecker,Trustee,University Of St Thomas Minnesota,,,"President and Chief Quality Officer, BI Performance Services",,,,,161515732.0,174914.0,True,,,,Trustee
Richard M. Schulze,Trustee,University Of St Thomas Minnesota,,,"Founder and Chairman, Best Buy Co., Inc.",,,,,161515732.0,174914.0,True,,,,Trustee
"Robert J. ""Bob"" Ulrich",Trustee,University Of St Thomas Minnesota,,Minnesota 1967 BA,"Chairman of the Board, Target Corporation (Note: Will remain Chairman through the end of fiscal year 2008.)",,,,,161515732.0,174914.0,True,,,,Trustee
Michael Thyken,Trustee,University Of St Thomas Minnesota,,,"Chief Information Officer, Select Comfort Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
Kathy J. Higgins Victor,Trustee,University Of St Thomas Minnesota,,,"Founder and President, Center Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
"John F. O'Shaughnessy, Jr",Trustee,University Of St Thomas Minnesota,,,"Chairman & Chief Executive Officer, General Parts and Supply Co., Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Laurence LeJeune,Trustee,University Of St Thomas Minnesota,,,"Chairman and Chief Executive Officer, LeJeune Investment, Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Stanley S. Hubbard,Trustee,University Of St Thomas Minnesota,,,"Chairman, President and Chief Executive Officer, Hubbard Broadcasting, Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Stephen P. Nachtsheim,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1969 BS; Minnesota 1975,"Corporate Vice President and Director, Operations, Corporate Business Development, Intel Corporation (1998-2001)",,,,,161515732.0,174914.0,True,,,,Trustee
Daniel J. Haggerty,Trustee,University Of St Thomas Minnesota,,,"Chief Executive Officer, Norwest Venture Capital",,,,,161515732.0,174914.0,True,,,,Trustee
"Rev. Edward A. Malloy, CSC",Trustee,University Of St Thomas Minnesota,,"Notre Dame 1963, BA, 1967 MA; Vanderbilt 1975 PhD",President. The University of Notre Dame (1987-2005),,,,,161515732.0,174914.0,True,,,,Trustee
Frank Sunberg,Trustee,University Of St Thomas Minnesota,,,"Chief Information Officer, Select Comfort Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
Diana E. Murphv,Trustee,University Of St Thomas Minnesota,,,"Circuit Judge, United States Court of Appeals for the Eighth Circuit",,,,,161515732.0,174914.0,True,,,,Trustee
John M. Morrison,Trustee,University Of St Thomas Minnesota,,,"Chairman, Central Financial Services, Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Lee R. Anderson,Trustee,University Of St Thomas Minnesota,,,"Chairman and Chief Executive Officer, API Group Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Timothy P. Flynn,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1979 BA,"Chairman and Chief Executive Officer, KPMG LLP 345 Park Avenue, New York, NY 10154-0102",,,,,161515732.0,174914.0,True,,,,Trustee
Rodney P. Burwell,Trustee,University Of St Thomas Minnesota,,,"Founder and Chairman, Xerxes Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
Michael V. Ciresi,Trustee,University Of St Thomas Minnesota,,Col St Thomas 1967,"Partner and Chairman of the Board, Robins, Kaplan, Miller & Ciresi L.L.P2800 LaSalle Plaza, 800 LaSalle Avenue, Minneapolis, MN 55402-2005",,,,,161515732.0,174914.0,True,,,,Trustee
Burton D. Cohen,Trustee,University Of St Thomas Minnesota,,,"Publisher and Chief Executive Officer, MSP Communications, IncTel: (612) 336-9234",,,,,161515732.0,174914.0,True,,,,Trustee
Rev. Dennis J. Dease,Trustee,University Of St Thomas Minnesota,,,,,,,,161515732.0,174914.0,True,,,,Trustee
Gail J. Dorn,Trustee,University Of St Thomas Minnesota,,,"Vice President, Community Relations, Target Corporation",,,,,161515732.0,174914.0,True,,,,Trustee
Michael E. Dougherty,Trustee,University Of St Thomas Minnesota,,U St Thomas (MN) 1962,"Co-Founder and Chairman, Dougherty Financial Group, LLC 90 South 7th Street, Suite 4300, Minneapolis, MN 55402",,,,,161515732.0,174914.0,True,,,,Trustee
John J. Fauth IV,Trustee,University Of St Thomas Minnesota,,Georgetown 1967 BSBA,"President and Chief Executive Officer, The Churchill Companies, Inc",,,,,161515732.0,174914.0,True,,,,Trustee
"Maureen A. Fay, OP",Trustee,University Of St Thomas Minnesota,,Siena Heights 1960 BA; Detroit 1966 MA; Chicago 1976 PhD,"President Emeritus, University of Detroit Mercy 4001 West McNichols Road, Detroit, MI 48219",,,,,161515732.0,174914.0,True,,,,Trustee
Peter A. Lund,Trustee,University Of St Thomas Minnesota,,,"President and Chief Executive Officer, CBS, Inc(1995-1997)",,,,,161515732.0,174914.0,True,,,,Trustee
Ann Winblad,Trustee,University Of St Thomas Minnesota,,,"Partner, Hummer Winblad Venture Partners",,,,,161515732.0,174914.0,True,,,,Trustee
The Most Reverend Harry J. Flynn,Chairman,University Of St Thomas Minnesota,,,"Archbishop, Archdiocese of Saint Paul and Minneapolis (1995-2008)",,,,,161515732.0,174914.0,True,,,,Board President
Kathleen A. Blatz,Trustee,University Of St Thomas Minnesota,,"Notre Dame BA; Minnesota 1978 MSW, 1984 JD",,,,,,161515732.0,174914.0,True,,,,Trustee
David A. Koch,Trustee,University Of St Thomas Minnesota,,,"Chairman, Graco, Inc",,,,,161515732.0,174914.0,True,,,,Trustee
Stephen J. Hemsley,Trustee,University Of St Thomas Minnesota,,Fordham 1974 BS,"President and Chief Executive Officer. UnitedHealth Group Incorporated 9900 Bren Road East, Minnetonka, MN 55343",,,,,161515732.0,174914.0,True,,,,Trustee
Mark A. Zesbaugh,Trustee,University Of St Thomas Minnesota,,,"Chief Executive Officer, Lennox Re",,,,,161515732.0,174914.0,True,,,,Trustee
Antoine M. Garibaldi,Trustee,University Of St Thomas Minnesota,,Howard U 1973; Minnesota 1976 PhD,"President, Gannon University 0109 University Square, Erie, PA 16541-0001",,,,,161515732.0,174914.0,True,,,,Trustee
Eugene U. Frey,Trustee,University Of St Thomas Minnesota,,,"Chairman, Wabash Management Inc 90 South 7th Street, Suite 5000, Minneapolis, MN 55402",,,,,161515732.0,174914.0,True,,,,Trustee
Pierson M. Grieve,Trustee,University Of St Thomas Minnesota,,Northwestern 1950 BA,"Member, Palladium Equity Partners, LLC",,,,,161515732.0,174914.0,True,,,,Trustee
"Jose Angel Herrera, Jr",Trustee,University of Texas at Brownsville/Texas Southmost College,,Texas 1986 BS,"Affiliation: President, U.S. HERR Industrial Metals Co., Inc, 3498 Burton Drive, Brownsville, TX 78521",,,,,2802326326.0,227368.0,True,,,University of Texas System,Trustee
David Oliveira,Trustee,University of Texas at Brownsville/Texas Southmost College,,,,,,,,2802326326.0,227368.0,True,,,University of Texas System,Trustee
Roberto Robles,Trustee,University of Texas at Brownsville/Texas Southmost College,,,,,,,,2802326326.0,227368.0,True,,,University of Texas System,Trustee
Rosemary Breedlove,Vice Chairman,University of Texas at Brownsville/Texas Southmost College,,,,,,,,2802326326.0,227368.0,True,,,University of Texas System,Board Vice President
Eduardo Campirano,Secretary,University of Texas at Brownsville/Texas Southmost College,,,"Affiliation: Port Director and Chief Executive Officer, Administration, Port of Brownsville, 1000 Foust Rd Brownsville, TX 78521",,,,,2802326326.0,227368.0,True,,,University of Texas System,Other Board Member
Chester Gonzalez,Chairman,University of Texas at Brownsville/Texas Southmost College,,,,,,,,2802326326.0,227368.0,True,,,University of Texas System,Board President
Dolly Zimmerman,Trustee,University of Texas at Brownsville/Texas Southmost College,,,,,,,,2802326326.0,227368.0,True,,,University of Texas System,Trustee
Cynthia Bramlett Thompson,Trustee,University Of Toledo,,Michigan; Michigan State; Washington U (MO) MBA,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
"Richard B. Stansley, Jr.",Chairman,University Of Toledo,,,"President and Director, Stanley Group",,,,,90871651.0,206084.0,True,,,University System of Ohio,Board President
"David G. Huey, CPA",Trustee,University Of Toledo,,,"President and Chief Operating Officer, Block Communications, Inc",,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
"Richard B. McQuade, Jr.",Secretary,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Other Board Member
Marvin K. Himmelein,Trustee,University Of Toledo,,,"Principal and Chief Financial Officer, Palmer Associates",,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
William C. Koester,Trustee,University Of Toledo,,"Founder, President, Chairman and Chief Executive Officer, Koester Machined Products",,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Susan Palmer-Farrell,Trustee,University Of Toledo,,"Toledo BEd, MEd",,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Olivia K. Summons,Vice Chairman,University Of Toledo,,,"Director, Public Affairs, Toledo Refinery, Sunoco, Inc1735 Market Street, Suite LL, Philadelphia, PA 19103-7583",,,,,90871651.0,206084.0,True,,,University System of Ohio,Board Vice President
C. William Fall,Trustee,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
S. Amjad Hussain,Trustee,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Steven Reginald Barker,Student Trustee,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
John S. Szuch,Trustee,University Of Toledo,,"Toledo 1970, 1975 MBA","Chairman, Fifth Third Bank, Northwestern Ohio",,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Kristen Kunklier,Student Trustee,University Of Toledo,,"Toledo 1962 BA, 1965 JD",,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Thomas E. Brady,Trustee,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Susan E. Gilmore,Trustee,University Of Toledo,,,,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Carroll L. Ashley,Trustee,University Of Toledo,,,Chief Executive Officer. The William Fall Group,,,,,90871651.0,206084.0,True,,,University System of Ohio,Trustee
Randy Foutch,Trustee,University Of Tulsa,,,"President, Chairman and Chief Executive OfficerLaredo Petroleum, Inc15 West 6th Street, Tulsa, OK 74119",,,,,87208437.0,207971.0,True,,,,Trustee
Steadman Upham,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Steve Turnbo,Trustee,University Of Tulsa,,,"Chief Executive Officer, Schnake, Turbo, Frank, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Michael E. Wiley,Trustee,University Of Tulsa,,Tulsa 1972 BS; Dallas 1982 MBA,,,,,,87208437.0,207971.0,True,,,,Trustee
James W. Wallis,Trustee,University Of Tulsa,,,"Chairman, ExOk, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Rev. James D. Miller,Trustee,University Of Tulsa,,,"Senior Pastor, First Presbyterian Church",,,,,87208437.0,207971.0,True,,,,Trustee
L. Duane Wilson,Trustee,University Of Tulsa,,,"Vice President, Technology Refining, Marketing, Supply and Transportation, Conoco Phillips",,,,,87208437.0,207971.0,True,,,,Trustee
Richard E. Wiseley,Trustee,University Of Tulsa,,,"Senior Managing Director, Western Division, Oppenheimer & Co. Inc",,,,,87208437.0,207971.0,True,,,,Trustee
"Steven J. ""Steve"" Malcolm",Trustee,University Of Tulsa,,,"Chairman, President and Chief Executive Officer, The Williams Companies, IncP.O. Box 2400, Tulsa, OK 74102",,,,,87208437.0,207971.0,True,,,,Trustee
Nancy Meinig,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Ellen Adelson,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
James F. Adelson,Trustee,University Of Tulsa,,,"President, Nadel & Gussman, LLC",,,,,87208437.0,207971.0,True,,,,Trustee
Barbara Allen,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
Julian A. Carr,Trustee,University Of Tulsa,,,"Partner and Senior Executive Advisor, Beecken Petty O'Keefe & Company",,,,,87208437.0,207971.0,True,,,,Trustee
Robert E. Norman,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
"Charles C. Stephenson, Jr.",Trustee,University Of Tulsa,,,"President, Stephenson Investments, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Ross Owen Swimmer,Trustee,University Of Tulsa,,"Oklahoma 1965 BS, 1967 JD","Special Trustee, Office of the Special Trustee for American Indians, Office of the Deputy Secretary, United States Department of the Interior",,,,,87208437.0,207971.0,True,,,,Trustee
Clifton L. Taulbert,Trustee,University Of Tulsa,,,"President, The Building Community Institute",,,,,87208437.0,207971.0,True,,,,Trustee
"William ""Bill"" Thomas",Trustee,University Of Tulsa,,,"Co-Owner, Senior Star Living",,,,,87208437.0,207971.0,True,,,,Trustee
James E. Wilburn,Trustee,University Of Tulsa,,,"President, Chief Executive Officer and Co-Founder, Winnercomm, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Peter C. Meinig,Trustee,University Of Tulsa,,Cornell 1961 BME; Harvard 1964 MBA,"President and Chief Executive Officer, HM International, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
Jo Buford Siegfried,Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
"William F. Fisher, Jr.",Trustee,University Of Tulsa,,,,,,,,87208437.0,207971.0,True,,,,Trustee
James C. McGill,Trustee,University Of Tulsa,,,"President, McGill Resources, Inc",,,,,87208437.0,207971.0,True,,,,Trustee
