Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
"Reinaldo ""Rey"" Pascual",Trustee,Syracuse University,,Syracuse 1985 AB; Creighton 1988 JD,"Member, Policy Committee, Paul Hastings LLP 600 Peachtree Street, NE, Suite 2400, Atlanta, GA 30308-2222",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"Robert P. ""Rob"" Taishoff",Trustee,Syracuse University,,Syracuse 1986,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Eric A. Rothfeld,Trustee,Syracuse University,,,"Chairman, REI Capital LLC 667 Madison Avenue, 23rd Floor, New York, NY 10021",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Samuel V. Goekjian,Trustee,Syracuse University,,Syracuse 1952,"Managing Partner, Kile Goekjian Reed and MeManus PLLC",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"Lawrence S. ""Larry"" Kramer",Trustee,Syracuse University,,Syracuse 1972 BS; Harvard 1974 MBA,"President and Publisher, USA Today",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Christine E. Larsen,Trustee,Syracuse University,,Cornell Col; Syracuse 1984 MLS,"Head, Operations, Retail Financial Services, JPMorgan Chase & Co",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Arthur Liu,Trustee,Syracuse University,,Syracuse 1966,"President and Chief Executive Officer, Multicultural Radio Broadcasting Inc",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"Robert E. Dineen, Jr.",Executive Committee Member,Syracuse University,,Brown U 1963 BA; Syracuse 1966 LLB,"Of Counsel, Shearman & Sterling LLP (2005-2009)",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
"Howard G. ""Howie"" Phanstiel",Executive Committee Member,Syracuse University,,"Syracuse 1970 BA, 1971 MA","Chief Executive Officer, Phanstiel Enterprises LLC 11601 Wilshire Building, Suite 715, Los Angeles, CA 90025",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
James C. Miller,Trustee,Syracuse University,,Syracuse 1963,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Richard L. Thompson,Chairman,Syracuse University,,SUNY (Albany) 1966 AB; Syracuse 1967 MA; Columbus Law 1975 JD,"Senior Counsel, Public Policy and Member Lobbying, Patton Boggs LLP 2550 M Street, NW, Washington, DC 20037-1350",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Board President
Michael G. Thonis,Trusted,Syracuse University,,Syracuse 1972 BS; MIT MS; Harvard 1976 MBA,"Managing Director and Chief Operating Officer, Charlesbank Capital Partners, L.L.C 600 Atlantic Avenue, 26th Floor, Boston, MA 02210-2203",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Alan Gerry,Trustee,Syracuse University,,,"Chairman and Chief Executive Officer, Granite Associates, Inc",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Donald T. MacNaughton,Trustee,Syracuse University,,Syracuse 1968,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Michael A. Dritz,Executive Committee Member,Syracuse University,,Syracuse 1959,"Chairman, Dritz Enterprises LLC",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
L. Ross Love,Trustee,Syracuse University,,Syracuse 1968,"Vice President, Advertising, The Procter & Gamble Company",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Arielle Tepper Madover,Trustee,Syracuse University,,"Dalton (New York, NY) 1990; Syracuse 1994",,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Theodore A. McKee,Trustee,Syracuse University,,SUNY (Cortland) 1969 BA; Syracuse 1975 JD,"Chief Judge, Chambers of Chief Judge Theodore A McKee, United States Court of Appeals for the Third Circuit",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Donovan J. McNabb,Trustee,Syracuse University,,Syracuse 1998,"Quarterback, The Philadelphia Eagles Football ClubIncNovaCare Complex, One NovaCare Way, Philadelphia, PA 19145",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Evan Weissman,Graduate Student Representative,Syracuse University,,,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Abdallah H. Yabroudi,Trustee,Syracuse University,,Syracuse 1978,,522.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Robert J. Miron,Trustee,Syracuse University,,Syracuse 1959,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"James A. ""Art"" Monk",Executive Committee Member,Syracuse University,,Syracuse 1980,"Co-Founder, Alliant Merchant Services",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Judith C. Mower,Trustee,Syracuse University,,"Syracuse 1966, 1973, 1980, 1984","President, J.C. Mower Consultants",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Richard L. Thompson,Executive Committee Member,Syracuse University,,SUNY (Albany) 1966 AB; Syracuse 1967 MA; Columbus Law 1975 JD,"Senior Counsel, Public Policy and Member Lobbying, Patton Boggs LLP 2550 M Street, NW, Washington, DC 20037-1350",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
David G. Edelstein,Trustee,Syracuse University,,Syracuse 1978; Baruch Col MBA,"Vice President, Supply Chain Management Project",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
David B. Falk,Trustee,Syracuse University,,Syracuse 1972 BA; George Washington 1975 JD,"Founder and Chief Executive Officer, Falk Associates Management Enterprises",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Winston C. Fisher,Trustee,Syracuse University,,Syracuse 1996 BA,"Partner, Fisher Brothers",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Martin N. Bandier,Trustee,Syracuse University,,Syracuse 1962,"Chairman and Chief Executive Officer, Sony/ATV Music Publishing LLC",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Steven W. Ballentine,Trustee,Syracuse University,,Syracuse 1983,"President and Chief Executive Officer, Ballentine Capital Management",519.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Joanne F. Alper,Executive Committee Member,Syracuse University,,Syracuse 1972; George Washington 1975 JD,"Judge, 17th Judicial Circuit, Virginia Circuit Courts",519.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
"Samuel J. ""Sam"" Zamarripa",Trustee,Syracuse University,,Syracuse 1978,,522.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Lola A. Goldring,Trustee,Syracuse University,,Syracuse 1951,,520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Joyce Hergenhan,Trustee,Syracuse University,,Syracuse 1963 BA; Columbia 1978 MS,,520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Jonathon J. Holtz,Trustee,Syracuse University,,Syracuse 1978 BS,"Chairman, WIN-HOLT Equipment Group",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Peter A. Horvitz,Executive Committee Member,Syracuse University,,Syracuse 1976,"President and Chief Executive Officer, Horvitz Newspapers Inc",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Sharon H. Jacquet,Executive Committee Member,Syracuse University,,Syracuse 1972,"Managing Director, JPMorgan Private Bank",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Jack W. Milton,Trustee,Syracuse University,,Syracuse 1951,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Nicholas M. Donofrio,Trustee,Syracuse University,,Rensselaer Poly 1967 BS; Syracuse 1971 MS,"Chief Executive Officer, NMD Consulting, LLC55 High Ridge Avenue, Ridgefield, CT 06877",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Bernard R. Kossar,Trustee,Syracuse University,,"Syracuse 1953, 1955 JD","Chairman and Chief Executive Officer, OW Office Warehouse, Inc. (1988-1994)",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Daniel N. Mezzalingua,Trustee,Syracuse University,,Syracuse 1960,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Steve Kroft,Trustee,Syracuse University,,Syracuse 1967 BS; Columbia 1975 MS,"Correspondent, 60 Minutes, CBS News",521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"Steven W. ""Steve"" Barnes, CPA",Executive Committee Member,Syracuse University,,Syracuse 1982 BS,,520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Lawrence D. Bashe,Trustee,Syracuse University,,"Syracuse 1966, 1968",,520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Michael M. Bill,Trustee,Syracuse University,,Syracuse 1958,"Chairman, MJ Insurance, Inc9225 Priority Way West Drive, Suite 100, Indianapolis, IN 46240",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Stuart Frankel,Trustee,Syracuse University,,Syracuse 1961,"Chief Executive Officer, Stuart Frankel & Co",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Daryl R. Forsythe,Trustee,Syracuse University,,"Syracuse 1965, 1979 MBA","Chairman, NBT Bancorp Inc",520.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
"Thomas C. Wilmot, Sr",Executive Committee Member,Syracuse University,,Syracuse 1970,"Chairman, Wilmorite Management Group",522.0,,,70983195.0,Syracuse University,196413.0,True,,,,Other Board Member
Diane Weathers,Trustee,Syracuse University,,Syracuse 1971,,521.0,,,70983195.0,Syracuse University,196413.0,True,,,,Trustee
Ray Bonilla,General Counsel,Tarleton State University,,Texas 1981 BBA. 1984 JD,,,,,75063564.0,Texas A&M University System,,True,,,,Other Board Member
John D. White,Regent,Tarleton State University,,Texas A&M 1970 BS; Texas 1972 JD,"General Partner, Murphree Venture Partners LP 1100 Louisiana, Suite 5005, Houston, TX 77002",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
"James P. ""Jim"" Wilson",Regent,Tarleton State University,,,"Chairman and Chief Executive Officer, JK Acquisition 4 Corporation Five Post Oak Park, 4400 Post Oak Parkway, Suite 2530, Houston, TX 77027",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Elaine Mendoza,Regent,Tarleton State University,,Texas A&M BAE,"President and Chief Executive Officer, Conceptual MindWorks, Inc9830 Colonnade Boulevard, Suite 337, San Antonio, TX 78230",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
"John ""Quinten"" Womack",Student Regent,Tarleton State University,,,"Texas Christian University [TCUI 2800 South University Drive, Fort Worth, TX 76129-0001",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Judy Morgan,Regent,Tarleton State University,,Houston: Texas A&M (Texarkana) MBA,"President, Jack B. Kelley Enterprises IncOne Oakhollow Drive, Texarkana, TX 75503",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Jim Schwertner,Regent,Tarleton State University,,,"President and Chief Executive Officer, Schwertner Farms IncP. O. Box 1. Schwertner, TX 76573",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Phil Adams,Vice Chairman,Tarleton State University,,Texas A&M 1971 BS,"Owner, Phil Adams Company",526.0,,,75063564.0,Texas A&M University System,,True,,,,Board Vice President
Richard A. Box,Chairman,Tarleton State University,,,,526.0,,,75063564.0,Texas A&M University System,,True,,,,Board President
Vickie Burt Spillers,Executive Secretary to the Board,Tarleton State University,,,,,,,75063564.0,Texas A&M University System,,True,,,,Other Board Member
Leo J. Paterra,"Executive Director, Sponsored Research Services",Tarleton State University,,,,,,,75063564.0,Texas A&M University System,,True,,,,Regent
Morris E. Foster,Regent,Tarleton State University,,Texas A&M 1965 BS,,526.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Cliff Thomas,Regent,Tarleton State University,,,"Chief Executive Officer, Thomas Petroleum LLC P.O. Box 1876, Victoria, TX 77902-1876",527.0,,,75063564.0,Texas A&M University System,,True,,,,Regent
Dr. Richard M. Englert,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Lon R. Greenberg,Trustee,Temple University,,Pennsylvania 1972 BS: Villanova 1975 DJ,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
"Ronald R. Donatucci, Esq",Commonwealth Trustee,Temple University,,,"Register of Wills (D), Office of the Register of Wills City of Philadelphia, Pennsylvania City Hall, Room 180, Philadelphia, PA 19107 Tel: (215) 686-6250",523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Theodore Z. Davis,Trustee,Temple University,,St John's U (NY) 1969 BS; Temple 1972 JD,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Patrick J. Eiding,Commonwealth Trustee,Temple University,,,"President, Philadelphia Council, American Federation of Labor and Congress of Industrial Organizations 22 South 22nd Street, 2nd Floor, Philadelphia. PA 19103 Tel: (215) 665-9800",523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
"William Henry ""Bill"" Cosby, Jr.",Trustee,Temple University,,Temple BA; UMass (Amherst) 1972 MA. 1977 EdD,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Susanna E. Lachs,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
"Lewis F. Gould, Jr",Commonwealth Trustee,Temple University,,Temple 1962 BS; Dickinson Law 1966 jD,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Nelson Angel Diaz,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Richard J. Fox,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Daniel H. Polett,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Philip C. Richards,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Jon A. Boscia,Trustee,Temple University,,Point Park Col 1973 BA; Duquesne 1979 MBA,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Judith A. Felgoise,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
James S. White,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Michael J. Stack III,Commonwealth Trustee,Temple University,,LaSalle Extension U 1987 BA: Villanova 1992 J D,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Jay H. Shah,Trustee,Temple University,,"Cornell 1990 BS; Temple MBA, JD",,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
"Jane Scaccetti, CPA",Trustee,Temple University,,Temple BA: Villanova MST,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Edward Rudolph,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Solomon C. Luo,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Robert A. Rovner,Commonwealth Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Bret S. Perkins,Commonwealth Trustee,Temple University,,Temple BBA,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Mitchell L. Morgan,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
J. William Mills III,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Christopher McNichol,Commonwealth Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Theodore A. McKee,Trustee,Temple University,,SUNY (Cortland) 1969 BA: Syracuse 1975 DJ,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Anthony J. Scirica,Vice Chairman,Temple University,,Wesleyan U 1962 BA: Michigan 1965 JD,,,,,84392919.0,Temple University,216339.0,True,,,,Board Vice President
Leonard Barrack,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Patrick J. O'Connor,Chairman,Temple University,,Kings Col (PA) 1964 BA; Villanova 7691 JD,,,,,84392919.0,Temple University,216339.0,True,,,,Board President
Lewis Katz,Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Patrick V. Larkin,Commonwealth Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Joan H. Ballots,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Dennis Alter,Trustee,Temple University,,Temple 1966 BS. 1969 MS,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Joseph W. Marshall III,Commonwealth Trustee,Temple University,,,,,,,84392919.0,Temple University,216339.0,True,,,,Trustee
John Campolongo,Trustee,Temple University,,,,523.0,,,84392919.0,Temple University,216339.0,True,,,,Trustee
Richard G. Rhoda,Ex Officio Regent,Tennessee State University,,"Vanderbilt BA, MA, 1985 PhD","Executive Director, Tennessee Higher Education Commission, State of Tennessee",,,,75256744.0,Tennessee Board Of Regents,,True,,,,"Regent, Ex Officio"
Fran Marcum,Regent,Tennessee State University,,Vanderbilt BS,"Managing Partner, Marcum Capital",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
"Thomas C. ""Tom"" Griscom",Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Howard Roddy,Regent-at-Large,Tennessee State University,,Austin Pay State BS; East Tennessee State MS,"Vice President, Advocacy and Healthy Community, Memorial Health Care System, Inc",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Emily J. Reynolds,Regent-at-Large,Tennessee State University,,Stephens 1978 BA,"Senior Vice President, Government Relations, Government Relations, Policy and Oversight Group, Tennessee Valley Authority; Senior Vice President, Government Relations (R), Government Relations, Policy and Oversight Group, Tennessee Valley Authority",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Ashley N. Humphrey,Student Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
John Farris,Regent-at-Large,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Kevin Scott Huffman,Regent,Tennessee State University,,Swarthmore; NYU 1998,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
"Darrell S. ""Sandy"" Freeman, Sr.",Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Robert P. Thomas,Regent,Tennessee State University,,"Vanderbilt 1963 BA, 1965 MA, 1970 JD","Partner, Nashville, TN Office, Bradley Arant Boult Cummings LLP",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
"Gregory M. ""Greg"" Duckett",Vice Chair,Tennessee State University,,,"Senior Vice President and Corporate Counsel, Baptist Memorial Health Care Corporation",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Board Vice President
"John S. ""Steve"" Copeland",Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Dr. Bob Raines,Regent,Tennessee State University,,,"Executive Director, Film, Entertainment and Music Commission, State of Tennessee",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
"William Edward ""Bill"" Haslam",Chairman,Tennessee State University,,,"Governor, Office of the Governor, State of Tennessee; Governor (R), Office of the Governor, State of Tennessee",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Board President
Julius Johnson,Regent,Tennessee State University,,,"Commissioner, Department of Agriculture, State of Tennessee",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Jonas Kisber,Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Paul W. Montgomery,Regent,Tennessee State University,,,"Vice President, Talent Management, Eastman Chemical Company",,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Danni B. Varlan,Regent,Tennessee State University,,,,,,,75256744.0,Tennessee Board Of Regents,,True,,,,Regent
Howard Roddy,Regent-at-Large,Tennessee Technological University,,Austin Pay State BS; East Tennessee State MS,"Vice President, Advocacy and Healthy Community, Memorial Health Care System, Inc",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Fran Marcum,Regent,Tennessee Technological University,,Vanderbilt BS,"Managing Partner, Marcum Capital",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Emily J. Reynolds,Regent-at-Large,Tennessee Technological University,,Stephens 1978 BA,"Senior Vice President, Government Relations, Government Relations, Policy and Oversight Group, Tennessee Valley Authority; Senior Vice President, Government Relations (R), Government Relations, Policy and Oversight Group, Tennessee Valley Authority",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Dr. Bob Raines,Regent,Tennessee Technological University,,,"Executive Director, Film, Entertainment and Music Commission, State of Tennessee",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Paul W. Montgomery,Regent,Tennessee Technological University,,,"Vice President, Talent Management, Eastman Chemical Company",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Danni B. Varlan,Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
"William Edward ""Bill"" Haslam",Chairman,Tennessee Technological University,,,"Governor, Office of the Governor, State of Tennessee; Governor (R), Office of the Governor, State of Tennessee",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Board President
"Thomas C. ""Tom"" Griscom",Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
"John S. ""Steve"" Copeland",Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
"Darrell S. ""Sandy"" Freeman, Sr.",Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Ashley N. Humphrey,Student Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Jonas Kisber,Regent,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Kevin Scott Huffman,Regent,Tennessee Technological University,,Swarthmore; NYU 1998,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
John Farris,Regent-at-Large,Tennessee Technological University,,,,,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Julius Johnson,Regent,Tennessee Technological University,,,"Commissioner, Department of Agriculture, State of Tennessee",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
Richard G. Rhoda,Ex Officio Regent,Tennessee Technological University,,"Vanderbilt BA, MA, 1985 PhD","Executive Director, Tennessee Higher Education Commission, State of Tennessee",,,,63920570.0,Tennessee Board Of Regents,,True,,,,"Regent, Ex Officio"
Robert P. Thomas,Regent,Tennessee Technological University,,"Vanderbilt 1963 BA, 1965 MA, 1970 JD","Partner, Nashville, TN Office, Bradley Arant Boult Cummings LLP",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Regent
"Gregory M. ""Greg"" Duckett",Vice Chair,Tennessee Technological University,,,"Senior Vice President and Corporate Counsel, Baptist Memorial Health Care Corporation",,,,63920570.0,Tennessee Board Of Regents,,True,,,,Board Vice President
John D. White,Regent,Texas A&M University College Station,,Texas A&M 1970 BS; Texas 1972 JD,"General Partner, Murphree Venture Partners LP 1100 Louisiana, Suite 5005, Houston, TX 77002",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Morris E. Foster,Regent,Texas A&M University College Station,,Texas A&M 1965 BS,,526.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Ray Bonilla,General Counsel,Texas A&M University College Station,,Texas 1981 BBA. 1984 JD,,,,,91045830.0,Texas A&M University System,,True,,,,Other Board Member
Leo J. Paterra,"Executive Director, Sponsored Research Services",Texas A&M University College Station,,,,,,,91045830.0,Texas A&M University System,,True,,,,Regent
Morris E. Foster,Regent,Texas A&M University College Station,,Texas A&M 1965 BS,,526.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Cliff Thomas,Regent,Texas A&M University College Station,,,"Chief Executive Officer, Thomas Petroleum LLC P.O. Box 1876, Victoria, TX 77902-1876",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
"John ""Quinten"" Womack",Student Regent,Texas A&M University College Station,,,"Texas Christian University [TCUI 2800 South University Drive, Fort Worth, TX 76129-0001",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Morris E. Foster,Regent,Texas A&M University College Station,,Texas A&M 1965 BS,,526.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Phil Adams,Vice Chairman,Texas A&M University College Station,,Texas A&M 1971 BS,"Owner, Phil Adams Company",526.0,,,91045830.0,Texas A&M University System,,True,,,,Board Vice President
Jim Schwertner,Regent,Texas A&M University College Station,,,"President and Chief Executive Officer, Schwertner Farms IncP. O. Box 1. Schwertner, TX 76573",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Elaine Mendoza,Regent,Texas A&M University College Station,,Texas A&M BAE,"President and Chief Executive Officer, Conceptual MindWorks, Inc9830 Colonnade Boulevard, Suite 337, San Antonio, TX 78230",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Judy Morgan,Regent,Texas A&M University College Station,,Houston: Texas A&M (Texarkana) MBA,"President, Jack B. Kelley Enterprises IncOne Oakhollow Drive, Texarkana, TX 75503",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Cliff Thomas,Regent,Texas A&M University College Station,,,"Chief Executive Officer, Thomas Petroleum LLC P.O. Box 1876, Victoria, TX 77902-1876",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Leo J. Paterra,"Executive Director, Sponsored Research Services",Texas A&M University College Station,,,,,,,91045830.0,Texas A&M University System,,True,,,,Regent
Vickie Burt Spillers,Executive Secretary to the Board,Texas A&M University College Station,,,,,,,91045830.0,Texas A&M University System,,True,,,,Other Board Member
Ray Bonilla,General Counsel,Texas A&M University College Station,,Texas 1981 BBA. 1984 JD,,,,,91045830.0,Texas A&M University System,,True,,,,Other Board Member
Judy Morgan,Regent,Texas A&M University College Station,,Houston: Texas A&M (Texarkana) MBA,"President, Jack B. Kelley Enterprises IncOne Oakhollow Drive, Texarkana, TX 75503",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Richard A. Box,Chairman,Texas A&M University College Station,,,,526.0,,,91045830.0,Texas A&M University System,,True,,,,Board President
John D. White,Regent,Texas A&M University College Station,,Texas A&M 1970 BS; Texas 1972 JD,"General Partner, Murphree Venture Partners LP 1100 Louisiana, Suite 5005, Houston, TX 77002",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
"James P. ""Jim"" Wilson",Regent,Texas A&M University College Station,,,"Chairman and Chief Executive Officer, JK Acquisition 4 Corporation Five Post Oak Park, 4400 Post Oak Parkway, Suite 2530, Houston, TX 77027",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
"John ""Quinten"" Womack",Student Regent,Texas A&M University College Station,,,"Texas Christian University [TCUI 2800 South University Drive, Fort Worth, TX 76129-0001",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
Leo J. Paterra,"Executive Director, Sponsored Research Services",Texas A&M University College Station,,,,,,,91045830.0,Texas A&M University System,,True,,,,Regent
Ray Bonilla,General Counsel,Texas A&M University College Station,,Texas 1981 BBA. 1984 JD,,,,,91045830.0,Texas A&M University System,,True,,,,Other Board Member
Vickie Burt Spillers,Executive Secretary to the Board,Texas A&M University College Station,,,,,,,91045830.0,Texas A&M University System,,True,,,,Other Board Member
Phil Adams,Vice Chairman,Texas A&M University College Station,,Texas A&M 1971 BS,"Owner, Phil Adams Company",526.0,,,91045830.0,Texas A&M University System,,True,,,,Board Vice President
"James P. ""Jim"" Wilson",Regent,Texas A&M University College Station,,,"Chairman and Chief Executive Officer, JK Acquisition 4 Corporation Five Post Oak Park, 4400 Post Oak Parkway, Suite 2530, Houston, TX 77027",527.0,,,91045830.0,Texas A&M University System,,True,,,,Regent
